case,completeTime,event,sunUp
5,2025-06-05 07:12:00,presenceOn,1
5,2025-06-05 07:12:05,blindsOpen,1
5,2025-06-05 07:12:10,musicOn,1
5,2025-06-05 07:42:00,musicOff,1
5,2025-06-05 07:52:00,blindsClosed,1
5,2025-06-05 07:57:00,presenceOff,1
5,2025-06-05 09:00:00,doorClosed,1
5,2025-06-05 17:05:00,doorOpened,0
5,2025-06-05 17:05:10,presenceOn,0
5,2025-06-05 17:05:20,nicolasDetected,0
5,2025-06-05 17:05:40,musicOn,0
5,2025-06-05 20:00:00,sunDown,0
5,2025-06-05 23:17:00,musicOff,0
5,2025-06-05 23:17:05,lampOff,0
5,2025-06-05 23:17:10,blindsClosed,0
5,2025-06-05 23:17:15,presenceOff,0
5,2025-06-05 23:17:20,nicolasNotDected,0
5,2025-06-05 23:17:25,doorClosed,0
6,2025-06-06 07:41:00,sunUp,1
6,2025-06-06 07:50:00,presenceOn,1
6,2025-06-06 07:50:05,blindsOpen,1
6,2025-06-06 07:50:10,musicOn,1
6,2025-06-06 08:20:00,musicOff,1
6,2025-06-06 08:30:00,blindsClosed,1
6,2025-06-06 08:35:00,presenceOff,1
6,2025-06-06 09:00:00,doorClosed,1
6,2025-06-06 17:24:00,doorOpened,0
6,2025-06-06 17:24:10,presenceOn,0
6,2025-06-06 17:24:20,nicolasDetected,0
6,2025-06-06 17:24:40,musicOn,0
6,2025-06-06 20:00:00,sunDown,0
6,2025-06-06 23:01:00,musicOff,0
6,2025-06-06 23:01:05,lampOff,0
6,2025-06-06 23:01:10,blindsClosed,0
6,2025-06-06 23:01:15,presenceOff,0
6,2025-06-06 23:01:20,nicolasNotDected,0
6,2025-06-06 23:01:25,doorClosed,0
7,2025-06-07 06:41:00,sunUp,1
7,2025-06-07 07:09:00,presenceOn,1
7,2025-06-07 07:09:05,blindsOpen,1
7,2025-06-07 07:09:10,musicOn,1
7,2025-06-07 07:39:00,musicOff,1
7,2025-06-07 07:49:00,blindsClosed,1
7,2025-06-07 07:54:00,presenceOff,1
7,2025-06-07 09:00:00,doorClosed,1
7,2025-06-07 17:49:00,doorOpened,0
7,2025-06-07 17:49:10,presenceOn,0
7,2025-06-07 17:49:20,nicolasDetected,0
7,2025-06-07 17:49:40,musicOn,0
7,2025-06-07 21:00:00,sunDown,0
7,2025-06-07 23:58:00,musicOff,0
7,2025-06-07 23:58:05,lampOff,0
7,2025-06-07 23:58:10,blindsClosed,0
7,2025-06-07 23:58:15,presenceOff,0
7,2025-06-07 23:58:20,nicolasNotDected,0
7,2025-06-07 23:58:25,doorClosed,0
8,2025-06-08 07:35:00,sunUp,1
8,2025-06-08 07:44:00,presenceOn,1
8,2025-06-08 07:44:05,blindsOpen,1
8,2025-06-08 07:44:10,musicOn,1
8,2025-06-08 08:14:00,musicOff,1
8,2025-06-08 08:24:00,blindsClosed,1
8,2025-06-08 08:29:00,presenceOff,1
8,2025-06-08 09:00:00,doorClosed,1
8,2025-06-08 17:55:00,doorOpened,0
8,2025-06-08 17:55:10,presenceOn,0
8,2025-06-08 17:55:20,nicolasDetected,0
8,2025-06-08 17:55:40,musicOn,0
8,2025-06-08 20:00:00,sunDown,0
8,2025-06-08 23:32:00,musicOff,0
8,2025-06-08 23:32:05,lampOff,0
8,2025-06-08 23:32:10,blindsClosed,0
8,2025-06-08 23:32:15,presenceOff,0
8,2025-06-08 23:32:20,nicolasNotDected,0
8,2025-06-08 23:32:25,doorClosed,0
9,2025-06-09 07:48:00,sunUp,1
9,2025-06-09 07:53:00,presenceOn,1
9,2025-06-09 07:53:05,blindsOpen,1
9,2025-06-09 07:53:10,musicOn,1
9,2025-06-09 08:23:00,musicOff,1
9,2025-06-09 08:33:00,blindsClosed,1
9,2025-06-09 08:38:00,presenceOff,1
9,2025-06-09 09:00:00,doorClosed,1
9,2025-06-09 17:31:00,doorOpened,0
9,2025-06-09 17:31:10,presenceOn,0
9,2025-06-09 17:31:20,nicolasDetected,0
9,2025-06-09 17:31:40,musicOn,0
9,2025-06-09 21:00:00,sunDown,0
9,2025-06-09 23:46:00,musicOff,0
9,2025-06-09 23:46:05,lampOff,0
9,2025-06-09 23:46:10,blindsClosed,0
9,2025-06-09 23:46:15,presenceOff,0
9,2025-06-09 23:46:20,nicolasNotDected,0
9,2025-06-09 23:46:25,doorClosed,0
10,2025-06-10 07:33:00,sunUp,1
10,2025-06-10 07:48:00,presenceOn,1
10,2025-06-10 07:48:05,blindsOpen,1
10,2025-06-10 07:48:10,musicOn,1
10,2025-06-10 08:18:00,musicOff,1
10,2025-06-10 08:28:00,blindsClosed,1
10,2025-06-10 08:33:00,presenceOff,1
10,2025-06-10 09:00:00,doorClosed,1
10,2025-06-10 17:25:00,doorOpened,0
10,2025-06-10 17:25:10,presenceOn,0
10,2025-06-10 17:25:20,nicolasDetected,0
10,2025-06-10 17:25:40,musicOn,0
10,2025-06-10 20:00:00,sunDown,0
10,2025-06-10 23:24:00,musicOff,0
10,2025-06-10 23:24:05,lampOff,0
10,2025-06-10 23:24:10,blindsClosed,0
10,2025-06-10 23:24:15,presenceOff,0
10,2025-06-10 23:24:20,nicolasNotDected,0
10,2025-06-10 23:24:25,doorClosed,0
11,2025-06-11 07:00:00,sunUp,1
11,2025-06-11 07:21:00,presenceOn,1
11,2025-06-11 07:21:05,blindsOpen,1
11,2025-06-11 07:21:10,musicOn,1
11,2025-06-11 07:51:00,musicOff,1
11,2025-06-11 08:01:00,blindsClosed,1
11,2025-06-11 08:06:00,presenceOff,1
11,2025-06-11 09:00:00,doorClosed,1
11,2025-06-11 17:32:00,doorOpened,0
11,2025-06-11 17:32:10,presenceOn,0
11,2025-06-11 17:32:20,nicolasDetected,0
11,2025-06-11 17:32:40,musicOn,0
11,2025-06-11 20:00:00,sunDown,0
11,2025-06-11 23:33:00,musicOff,0
11,2025-06-11 23:33:05,lampOff,0
11,2025-06-11 23:33:10,blindsClosed,0
11,2025-06-11 23:33:15,presenceOff,0
11,2025-06-11 23:33:20,nicolasNotDected,0
11,2025-06-11 23:33:25,doorClosed,0
12,2025-06-12 07:33:00,sunUp,1
12,2025-06-12 07:40:00,presenceOn,1
12,2025-06-12 07:40:05,blindsOpen,1
12,2025-06-12 07:40:10,musicOn,1
12,2025-06-12 08:10:00,musicOff,1
12,2025-06-12 08:20:00,blindsClosed,1
12,2025-06-12 08:25:00,presenceOff,1
12,2025-06-12 09:00:00,doorClosed,1
12,2025-06-12 17:00:00,doorOpened,0
12,2025-06-12 17:00:10,presenceOn,0
12,2025-06-12 17:00:20,nicolasDetected,0
12,2025-06-12 17:00:40,musicOn,0
12,2025-06-12 20:00:00,sunDown,0
12,2025-06-12 23:20:00,musicOff,0
12,2025-06-12 23:20:05,lampOff,0
12,2025-06-12 23:20:10,blindsClosed,0
12,2025-06-12 23:20:15,presenceOff,0
12,2025-06-12 23:20:20,nicolasNotDected,0
12,2025-06-12 23:20:25,doorClosed,0
13,2025-06-13 07:20:00,sunUp,1
13,2025-06-13 07:47:00,presenceOn,1
13,2025-06-13 07:47:05,blindsOpen,1
13,2025-06-13 07:47:10,musicOn,1
13,2025-06-13 08:17:00,musicOff,1
13,2025-06-13 08:27:00,blindsClosed,1
13,2025-06-13 08:32:00,presenceOff,1
13,2025-06-13 09:00:00,doorClosed,1
13,2025-06-13 17:27:00,doorOpened,0
13,2025-06-13 17:27:10,presenceOn,0
13,2025-06-13 17:27:20,nicolasDetected,0
13,2025-06-13 17:27:40,musicOn,0
13,2025-06-13 21:00:00,sunDown,0
13,2025-06-13 23:16:00,musicOff,0
13,2025-06-13 23:16:05,lampOff,0
13,2025-06-13 23:16:10,blindsClosed,0
13,2025-06-13 23:16:15,presenceOff,0
13,2025-06-13 23:16:20,nicolasNotDected,0
13,2025-06-13 23:16:25,doorClosed,0
14,2025-06-14 06:55:00,sunUp,1
14,2025-06-14 07:04:00,presenceOn,1
14,2025-06-14 07:04:05,blindsOpen,1
14,2025-06-14 07:04:10,musicOn,1
14,2025-06-14 07:34:00,musicOff,1
14,2025-06-14 07:44:00,blindsClosed,1
14,2025-06-14 07:49:00,presenceOff,1
14,2025-06-14 09:00:00,doorClosed,1
14,2025-06-14 17:02:00,doorOpened,0
14,2025-06-14 17:02:10,presenceOn,0
14,2025-06-14 17:02:20,nicolasDetected,0
14,2025-06-14 17:02:40,musicOn,0
14,2025-06-14 21:00:00,sunDown,0
14,2025-06-14 23:52:00,musicOff,0
14,2025-06-14 23:52:05,lampOff,0
14,2025-06-14 23:52:10,blindsClosed,0
14,2025-06-14 23:52:15,presenceOff,0
14,2025-06-14 23:52:20,nicolasNotDected,0
14,2025-06-14 23:52:25,doorClosed,0
15,2025-06-15 07:13:00,sunUp,1
15,2025-06-15 07:22:00,presenceOn,1
15,2025-06-15 07:22:05,blindsOpen,1
15,2025-06-15 07:22:10,musicOn,1
15,2025-06-15 07:52:00,musicOff,1
15,2025-06-15 08:02:00,blindsClosed,1
15,2025-06-15 08:07:00,presenceOff,1
15,2025-06-15 09:00:00,doorClosed,1
15,2025-06-15 17:36:00,doorOpened,0
15,2025-06-15 17:36:10,presenceOn,0
15,2025-06-15 17:36:20,nicolasDetected,0
15,2025-06-15 17:36:40,musicOn,0
15,2025-06-15 20:00:00,sunDown,0
15,2025-06-15 23:09:00,musicOff,0
15,2025-06-15 23:09:05,lampOff,0
15,2025-06-15 23:09:10,blindsClosed,0
15,2025-06-15 23:09:15,presenceOff,0
15,2025-06-15 23:09:20,nicolasNotDected,0
15,2025-06-15 23:09:25,doorClosed,0
16,2025-06-16 06:46:00,sunUp,1
16,2025-06-16 07:09:00,presenceOn,1
16,2025-06-16 07:09:05,blindsOpen,1
16,2025-06-16 07:09:10,musicOn,1
16,2025-06-16 07:39:00,musicOff,1
16,2025-06-16 07:49:00,blindsClosed,1
16,2025-06-16 07:54:00,presenceOff,1
16,2025-06-16 09:00:00,doorClosed,1
16,2025-06-16 17:20:00,doorOpened,0
16,2025-06-16 17:20:10,presenceOn,0
16,2025-06-16 17:20:20,nicolasDetected,0
16,2025-06-16 17:20:40,musicOn,0
16,2025-06-16 20:00:00,sunDown,0
16,2025-06-16 23:13:00,musicOff,0
16,2025-06-16 23:13:05,lampOff,0
16,2025-06-16 23:13:10,blindsClosed,0
16,2025-06-16 23:13:15,presenceOff,0
16,2025-06-16 23:13:20,nicolasNotDected,0
16,2025-06-16 23:13:25,doorClosed,0
17,2025-06-17 06:50:00,sunUp,1
17,2025-06-17 07:08:00,presenceOn,1
17,2025-06-17 07:08:05,blindsOpen,1
17,2025-06-17 07:08:10,musicOn,1
17,2025-06-17 07:38:00,musicOff,1
17,2025-06-17 07:48:00,blindsClosed,1
17,2025-06-17 07:53:00,presenceOff,1
17,2025-06-17 09:00:00,doorClosed,1
17,2025-06-17 17:50:00,doorOpened,0
17,2025-06-17 17:50:10,presenceOn,0
17,2025-06-17 17:50:20,nicolasDetected,0
17,2025-06-17 17:50:40,musicOn,0
17,2025-06-17 20:00:00,sunDown,0
17,2025-06-17 23:44:00,musicOff,0
17,2025-06-17 23:44:05,lampOff,0
17,2025-06-17 23:44:10,blindsClosed,0
17,2025-06-17 23:44:15,presenceOff,0
17,2025-06-17 23:44:20,nicolasNotDected,0
17,2025-06-17 23:44:25,doorClosed,0
18,2025-06-18 07:04:00,sunUp,1
18,2025-06-18 07:12:00,presenceOn,1
18,2025-06-18 07:12:05,blindsOpen,1
18,2025-06-18 07:12:10,musicOn,1
18,2025-06-18 07:42:00,musicOff,1
18,2025-06-18 07:52:00,blindsClosed,1
18,2025-06-18 07:57:00,presenceOff,1
18,2025-06-18 09:00:00,doorClosed,1
18,2025-06-18 17:00:00,doorOpened,0
18,2025-06-18 17:00:10,presenceOn,0
18,2025-06-18 17:00:20,nicolasDetected,0
18,2025-06-18 17:00:40,musicOn,0
18,2025-06-18 21:00:00,sunDown,0
18,2025-06-18 23:48:00,musicOff,0
18,2025-06-18 23:48:05,lampOff,0
18,2025-06-18 23:48:10,blindsClosed,0
18,2025-06-18 23:48:15,presenceOff,0
18,2025-06-18 23:48:20,nicolasNotDected,0
18,2025-06-18 23:48:25,doorClosed,0
19,2025-06-19 07:33:00,sunUp,1
19,2025-06-19 07:39:00,presenceOn,1
19,2025-06-19 07:39:05,blindsOpen,1
19,2025-06-19 07:39:10,musicOn,1
19,2025-06-19 08:09:00,musicOff,1
19,2025-06-19 08:19:00,blindsClosed,1
19,2025-06-19 08:24:00,presenceOff,1
19,2025-06-19 09:00:00,doorClosed,1
19,2025-06-19 17:30:00,doorOpened,0
19,2025-06-19 17:30:10,presenceOn,0
19,2025-06-19 17:30:20,nicolasDetected,0
19,2025-06-19 17:30:40,musicOn,0
19,2025-06-19 21:00:00,sunDown,0
19,2025-06-19 23:07:00,musicOff,0
19,2025-06-19 23:07:05,lampOff,0
19,2025-06-19 23:07:10,blindsClosed,0
19,2025-06-19 23:07:15,presenceOff,0
19,2025-06-19 23:07:20,nicolasNotDected,0
19,2025-06-19 23:07:25,doorClosed,0
20,2025-06-20 07:32:00,sunUp,1
20,2025-06-20 07:38:00,presenceOn,1
20,2025-06-20 07:38:05,blindsOpen,1
20,2025-06-20 07:38:10,musicOn,1
20,2025-06-20 08:08:00,musicOff,1
20,2025-06-20 08:18:00,blindsClosed,1
20,2025-06-20 08:23:00,presenceOff,1
20,2025-06-20 09:00:00,doorClosed,1
20,2025-06-20 17:53:00,doorOpened,0
20,2025-06-20 17:53:10,presenceOn,0
20,2025-06-20 17:53:20,nicolasDetected,0
20,2025-06-20 17:53:40,musicOn,0
20,2025-06-20 21:00:00,sunDown,0
20,2025-06-20 23:02:00,musicOff,0
20,2025-06-20 23:02:05,lampOff,0
20,2025-06-20 23:02:10,blindsClosed,0
20,2025-06-20 23:02:15,presenceOff,0
20,2025-06-20 23:02:20,nicolasNotDected,0
20,2025-06-20 23:02:25,doorClosed,0
21,2025-06-21 07:36:00,sunUp,1
21,2025-06-21 07:58:00,presenceOn,1
21,2025-06-21 07:58:05,blindsOpen,1
21,2025-06-21 07:58:10,musicOn,1
21,2025-06-21 08:28:00,musicOff,1
21,2025-06-21 08:38:00,blindsClosed,1
21,2025-06-21 08:43:00,presenceOff,1
21,2025-06-21 09:00:00,doorClosed,1
21,2025-06-21 17:00:00,doorOpened,0
21,2025-06-21 17:00:10,presenceOn,0
21,2025-06-21 17:00:20,nicolasDetected,0
21,2025-06-21 17:00:40,musicOn,0
21,2025-06-21 21:00:00,sunDown,0
21,2025-06-21 23:53:00,musicOff,0
21,2025-06-21 23:53:05,lampOff,0
21,2025-06-21 23:53:10,blindsClosed,0
21,2025-06-21 23:53:15,presenceOff,0
21,2025-06-21 23:53:20,nicolasNotDected,0
21,2025-06-21 23:53:25,doorClosed,0
22,2025-06-22 07:34:00,sunUp,1
22,2025-06-22 07:43:00,presenceOn,1
22,2025-06-22 07:43:05,blindsOpen,1
22,2025-06-22 07:43:10,musicOn,1
22,2025-06-22 08:13:00,musicOff,1
22,2025-06-22 08:23:00,blindsClosed,1
22,2025-06-22 08:28:00,presenceOff,1
22,2025-06-22 09:00:00,doorClosed,1
22,2025-06-22 17:29:00,doorOpened,0
22,2025-06-22 17:29:10,presenceOn,0
22,2025-06-22 17:29:20,nicolasDetected,0
22,2025-06-22 17:29:40,musicOn,0
22,2025-06-22 21:00:00,sunDown,0
22,2025-06-22 23:58:00,musicOff,0
22,2025-06-22 23:58:05,lampOff,0
22,2025-06-22 23:58:10,blindsClosed,0
22,2025-06-22 23:58:15,presenceOff,0
22,2025-06-22 23:58:20,nicolasNotDected,0
22,2025-06-22 23:58:25,doorClosed,0
23,2025-06-23 07:35:00,sunUp,1
23,2025-06-23 07:56:00,presenceOn,1
23,2025-06-23 07:56:05,blindsOpen,1
23,2025-06-23 07:56:10,musicOn,1
23,2025-06-23 08:26:00,musicOff,1
23,2025-06-23 08:36:00,blindsClosed,1
23,2025-06-23 08:41:00,presenceOff,1
23,2025-06-23 09:00:00,doorClosed,1
23,2025-06-23 17:46:00,doorOpened,0
23,2025-06-23 17:46:10,presenceOn,0
23,2025-06-23 17:46:20,nicolasDetected,0
23,2025-06-23 17:46:40,musicOn,0
23,2025-06-23 21:00:00,sunDown,0
23,2025-06-23 23:22:00,musicOff,0
23,2025-06-23 23:22:05,lampOff,0
23,2025-06-23 23:22:10,blindsClosed,0
23,2025-06-23 23:22:15,presenceOff,0
23,2025-06-23 23:22:20,nicolasNotDected,0
23,2025-06-23 23:22:25,doorClosed,0
24,2025-06-24 07:05:00,sunUp,1
24,2025-06-24 07:14:00,presenceOn,1
24,2025-06-24 07:14:05,blindsOpen,1
24,2025-06-24 07:14:10,musicOn,1
24,2025-06-24 07:44:00,musicOff,1
24,2025-06-24 07:54:00,blindsClosed,1
24,2025-06-24 07:59:00,presenceOff,1
24,2025-06-24 09:00:00,doorClosed,1
24,2025-06-24 17:13:00,doorOpened,0
24,2025-06-24 17:13:10,presenceOn,0
24,2025-06-24 17:13:20,nicolasDetected,0
24,2025-06-24 17:13:40,musicOn,0
24,2025-06-24 20:00:00,sunDown,0
24,2025-06-24 23:01:00,musicOff,0
24,2025-06-24 23:01:05,lampOff,0
24,2025-06-24 23:01:10,blindsClosed,0
24,2025-06-24 23:01:15,presenceOff,0
24,2025-06-24 23:01:20,nicolasNotDected,0
24,2025-06-24 23:01:25,doorClosed,0
25,2025-06-25 06:47:00,sunUp,1
25,2025-06-25 07:10:00,presenceOn,1
25,2025-06-25 07:10:05,blindsOpen,1
25,2025-06-25 07:10:10,musicOn,1
25,2025-06-25 07:40:00,musicOff,1
25,2025-06-25 07:50:00,blindsClosed,1
25,2025-06-25 07:55:00,presenceOff,1
25,2025-06-25 09:00:00,doorClosed,1
25,2025-06-25 17:37:00,doorOpened,0
25,2025-06-25 17:37:10,presenceOn,0
25,2025-06-25 17:37:20,nicolasDetected,0
25,2025-06-25 17:37:40,musicOn,0
25,2025-06-25 20:00:00,sunDown,0
25,2025-06-25 23:59:00,musicOff,0
25,2025-06-25 23:59:05,lampOff,0
25,2025-06-25 23:59:10,blindsClosed,0
25,2025-06-25 23:59:15,presenceOff,0
25,2025-06-25 23:59:20,nicolasNotDected,0
25,2025-06-25 23:59:25,doorClosed,0
26,2025-06-26 07:23:00,sunUp,1
26,2025-06-26 07:33:00,presenceOn,1
26,2025-06-26 07:33:05,blindsOpen,1
26,2025-06-26 07:33:10,musicOn,1
26,2025-06-26 08:03:00,musicOff,1
26,2025-06-26 08:13:00,blindsClosed,1
26,2025-06-26 08:18:00,presenceOff,1
26,2025-06-26 09:00:00,doorClosed,1
26,2025-06-26 17:33:00,doorOpened,0
26,2025-06-26 17:33:10,presenceOn,0
26,2025-06-26 17:33:20,nicolasDetected,0
26,2025-06-26 17:33:40,musicOn,0
26,2025-06-26 21:00:00,sunDown,0
26,2025-06-26 23:17:00,musicOff,0
26,2025-06-26 23:17:05,lampOff,0
26,2025-06-26 23:17:10,blindsClosed,0
26,2025-06-26 23:17:15,presenceOff,0
26,2025-06-26 23:17:20,nicolasNotDected,0
26,2025-06-26 23:17:25,doorClosed,0
27,2025-06-27 07:10:00,sunUp,1
27,2025-06-27 07:29:00,presenceOn,1
27,2025-06-27 07:29:05,blindsOpen,1
27,2025-06-27 07:29:10,musicOn,1
27,2025-06-27 07:59:00,musicOff,1
27,2025-06-27 08:09:00,blindsClosed,1
27,2025-06-27 08:14:00,presenceOff,1
27,2025-06-27 09:00:00,doorClosed,1
27,2025-06-27 17:50:00,doorOpened,0
27,2025-06-27 17:50:10,presenceOn,0
27,2025-06-27 17:50:20,nicolasDetected,0
27,2025-06-27 17:50:40,musicOn,0
27,2025-06-27 20:00:00,sunDown,0
27,2025-06-27 23:33:00,musicOff,0
27,2025-06-27 23:33:05,lampOff,0
27,2025-06-27 23:33:10,blindsClosed,0
27,2025-06-27 23:33:15,presenceOff,0
27,2025-06-27 23:33:20,nicolasNotDected,0
27,2025-06-27 23:33:25,doorClosed,0
28,2025-06-28 07:22:00,sunUp,1
28,2025-06-28 07:51:00,presenceOn,1
28,2025-06-28 07:51:05,blindsOpen,1
28,2025-06-28 07:51:10,musicOn,1
28,2025-06-28 08:21:00,musicOff,1
28,2025-06-28 08:31:00,blindsClosed,1
28,2025-06-28 08:36:00,presenceOff,1
28,2025-06-28 09:00:00,doorClosed,1
28,2025-06-28 17:32:00,doorOpened,0
28,2025-06-28 17:32:10,presenceOn,0
28,2025-06-28 17:32:20,nicolasDetected,0
28,2025-06-28 17:32:40,musicOn,0
28,2025-06-28 21:00:00,sunDown,0
28,2025-06-28 23:23:00,musicOff,0
28,2025-06-28 23:23:05,lampOff,0
28,2025-06-28 23:23:10,blindsClosed,0
28,2025-06-28 23:23:15,presenceOff,0
28,2025-06-28 23:23:20,nicolasNotDected,0
28,2025-06-28 23:23:25,doorClosed,0
29,2025-06-29 06:47:00,sunUp,1
29,2025-06-29 07:14:00,presenceOn,1
29,2025-06-29 07:14:05,blindsOpen,1
29,2025-06-29 07:14:10,musicOn,1
29,2025-06-29 07:44:00,musicOff,1
29,2025-06-29 07:54:00,blindsClosed,1
29,2025-06-29 07:59:00,presenceOff,1
29,2025-06-29 09:00:00,doorClosed,1
29,2025-06-29 17:50:00,doorOpened,0
29,2025-06-29 17:50:10,presenceOn,0
29,2025-06-29 17:50:20,nicolasDetected,0
29,2025-06-29 17:50:40,musicOn,0
29,2025-06-29 21:00:00,sunDown,0
29,2025-06-29 23:16:00,musicOff,0
29,2025-06-29 23:16:05,lampOff,0
29,2025-06-29 23:16:10,blindsClosed,0
29,2025-06-29 23:16:15,presenceOff,0
29,2025-06-29 23:16:20,nicolasNotDected,0
29,2025-06-29 23:16:25,doorClosed,0
30,2025-06-30 06:56:00,sunUp,1
30,2025-06-30 07:04:00,presenceOn,1
30,2025-06-30 07:04:05,blindsOpen,1
30,2025-06-30 07:04:10,musicOn,1
30,2025-06-30 07:34:00,musicOff,1
30,2025-06-30 07:44:00,blindsClosed,1
30,2025-06-30 07:49:00,presenceOff,1
30,2025-06-30 09:00:00,doorClosed,1
30,2025-06-30 17:55:00,doorOpened,0
30,2025-06-30 17:55:10,presenceOn,0
30,2025-06-30 17:55:20,nicolasDetected,0
30,2025-06-30 17:55:40,musicOn,0
30,2025-06-30 21:00:00,sunDown,0
30,2025-06-30 23:16:00,musicOff,0
30,2025-06-30 23:16:05,lampOff,0
30,2025-06-30 23:16:10,blindsClosed,0
30,2025-06-30 23:16:15,presenceOff,0
30,2025-06-30 23:16:20,nicolasNotDected,0
30,2025-06-30 23:16:25,doorClosed,0
31,2025-07-01 06:48:00,sunUp,1
31,2025-07-01 07:09:00,presenceOn,1
31,2025-07-01 07:09:05,blindsOpen,1
31,2025-07-01 07:09:10,musicOn,1
31,2025-07-01 07:39:00,musicOff,1
31,2025-07-01 07:49:00,blindsClosed,1
31,2025-07-01 07:54:00,presenceOff,1
31,2025-07-01 09:00:00,doorClosed,1
31,2025-07-01 17:19:00,doorOpened,0
31,2025-07-01 17:19:10,presenceOn,0
31,2025-07-01 17:19:20,nicolasDetected,0
31,2025-07-01 17:19:40,musicOn,0
31,2025-07-01 21:00:00,sunDown,0
31,2025-07-01 23:23:00,musicOff,0
31,2025-07-01 23:23:05,lampOff,0
31,2025-07-01 23:23:10,blindsClosed,0
31,2025-07-01 23:23:15,presenceOff,0
31,2025-07-01 23:23:20,nicolasNotDected,0
31,2025-07-01 23:23:25,doorClosed,0
32,2025-07-02 06:58:00,sunUp,1
32,2025-07-02 07:04:00,presenceOn,1
32,2025-07-02 07:04:05,blindsOpen,1
32,2025-07-02 07:04:10,musicOn,1
32,2025-07-02 07:34:00,musicOff,1
32,2025-07-02 07:44:00,blindsClosed,1
32,2025-07-02 07:49:00,presenceOff,1
32,2025-07-02 09:00:00,doorClosed,1
32,2025-07-02 17:52:00,doorOpened,0
32,2025-07-02 17:52:10,presenceOn,0
32,2025-07-02 17:52:20,nicolasDetected,0
32,2025-07-02 17:52:40,musicOn,0
32,2025-07-02 21:00:00,sunDown,0
32,2025-07-02 23:01:00,musicOff,0
32,2025-07-02 23:01:05,lampOff,0
32,2025-07-02 23:01:10,blindsClosed,0
32,2025-07-02 23:01:15,presenceOff,0
