case,completeTime,event,sunUp
5,2025-06-06 01:57:32,presenceOff,0
5,2025-06-06 01:58:32,nicolasNotDected,0
5,2025-06-06 02:00:32,musicOff,0
6,2025-06-06 06:38:00,sunUp,1
6,2025-06-06 07:39:13,nicolasDetected,1
6,2025-06-06 07:44:13,presenceOn,1
6,2025-06-06 07:46:13,blindsOpen,1
6,2025-06-06 09:54:52,doorOpened,1
6,2025-06-06 09:56:52,doorClosed,1
6,2025-06-06 09:57:52,nicolasNotDected,1
6,2025-06-06 09:58:52,presenceOff,1
6,2025-06-06 18:04:00,sunDown,0
6,2025-06-06 19:00:55,doorOpened,0
6,2025-06-06 19:02:55,doorClosed,0
6,2025-06-06 19:03:55,nicolasDetected,0
6,2025-06-06 19:03:55,lampOn,0
6,2025-06-06 19:04:55,presenceOn,0
6,2025-06-06 19:05:55,blindsOpen,0
6,2025-06-06 19:06:55,blindsClosed,0
6,2025-06-07 01:34:47,lampOff,0
6,2025-06-07 01:44:47,presenceOff,0
6,2025-06-07 01:45:47,nicolasNotDected,0
6,2025-06-07 01:47:47,musicOff,0
7,2025-06-07 06:37:00,sunUp,1
7,2025-06-07 07:47:47,nicolasDetected,1
7,2025-06-07 07:52:47,presenceOn,1
7,2025-06-07 07:54:47,blindsOpen,1
7,2025-06-07 09:26:42,doorOpened,1
7,2025-06-07 09:28:42,doorClosed,1
7,2025-06-07 09:29:42,nicolasNotDected,1
7,2025-06-07 09:30:42,presenceOff,1
7,2025-06-07 18:02:00,sunDown,0
7,2025-06-07 19:00:11,doorOpened,0
7,2025-06-07 19:02:11,doorClosed,0
7,2025-06-07 19:03:11,nicolasDetected,0
7,2025-06-07 19:03:11,lampOn,0
7,2025-06-07 19:04:11,presenceOn,0
7,2025-06-07 19:05:11,musicOn,0
7,2025-06-07 19:06:11,blindsClosed,0
7,2025-06-08 02:02:05,lampOff,0
7,2025-06-08 02:12:05,presenceOff,0
7,2025-06-08 02:13:05,nicolasNotDected,0
7,2025-06-08 02:15:05,musicOff,0
8,2025-06-08 06:36:00,sunUp,1
8,2025-06-08 07:50:51,nicolasDetected,1
8,2025-06-08 07:55:51,presenceOn,1
8,2025-06-08 07:57:51,blindsOpen,1
8,2025-06-08 09:18:26,doorOpened,1
8,2025-06-08 09:20:26,doorClosed,1
8,2025-06-08 09:21:26,nicolasNotDected,1
8,2025-06-08 09:22:26,presenceOff,1
8,2025-06-08 18:05:00,sunDown,0
8,2025-06-08 19:00:06,doorOpened,0
8,2025-06-08 19:02:06,doorClosed,0
8,2025-06-08 19:03:06,nicolasDetected,0
8,2025-06-08 19:03:06,lampOn,0
8,2025-06-08 19:04:06,presenceOn,0
8,2025-06-08 19:05:06,musicOn,0
8,2025-06-08 19:06:06,blindsClosed,0
8,2025-06-09 01:32:07,lampOff,0
8,2025-06-09 01:42:07,presenceOff,0
8,2025-06-09 01:43:07,nicolasNotDected,0
8,2025-06-09 01:45:07,musicOff,0
9,2025-06-09 06:38:00,sunUp,1
9,2025-06-09 07:27:13,nicolasDetected,1
9,2025-06-09 07:32:13,presenceOn,1
9,2025-06-09 07:34:13,blindsOpen,1
9,2025-06-09 09:00:27,doorOpened,1
9,2025-06-09 09:02:27,doorClosed,1
9,2025-06-09 09:03:27,nicolasNotDected,1
9,2025-06-09 09:04:27,presenceOff,1
9,2025-06-09 18:15:00,sunDown,0
9,2025-06-09 19:00:34,doorOpened,0
9,2025-06-09 19:02:34,doorClosed,0
9,2025-06-09 19:03:34,nicolasDetected,0
9,2025-06-09 19:03:34,lampOn,0
9,2025-06-09 19:04:34,presenceOn,0
9,2025-06-09 19:05:34,blindsOpen,0
9,2025-06-09 19:06:34,blindsClosed,0
9,2025-06-10 01:45:05,lampOff,0
9,2025-06-10 01:55:05,presenceOff,0
9,2025-06-10 01:56:05,nicolasNotDected,0
9,2025-06-10 01:58:05,musicOff,0
10,2025-06-10 06:40:00,sunUp,1
10,2025-06-10 07:43:37,nicolasDetected,1
10,2025-06-10 07:48:37,presenceOn,1
10,2025-06-10 07:50:37,blindsOpen,1
10,2025-06-10 09:08:41,doorOpened,1
10,2025-06-10 09:10:41,doorClosed,1
10,2025-06-10 09:11:41,nicolasNotDected,1
10,2025-06-10 09:12:41,presenceOff,1
10,2025-06-10 18:03:00,sunDown,0
10,2025-06-10 19:00:44,doorOpened,0
10,2025-06-10 19:02:44,doorClosed,0
10,2025-06-10 19:03:44,nicolasDetected,0
10,2025-06-10 19:03:44,lampOn,0
10,2025-06-10 19:04:44,presenceOn,0
10,2025-06-10 19:05:44,blindsOpen,0
10,2025-06-10 19:06:44,blindsClosed,0
10,2025-06-11 01:53:28,lampOff,0
10,2025-06-11 02:03:28,presenceOff,0
10,2025-06-11 02:04:28,nicolasNotDected,0
10,2025-06-11 02:06:28,musicOff,0
11,2025-06-11 06:43:00,sunUp,1
11,2025-06-11 07:55:35,nicolasDetected,1
11,2025-06-11 08:00:35,presenceOn,1
11,2025-06-11 08:02:35,blindsOpen,1
11,2025-06-11 09:44:59,doorOpened,1
11,2025-06-11 09:46:59,doorClosed,1
11,2025-06-11 09:47:59,nicolasNotDected,1
11,2025-06-11 09:48:59,presenceOff,1
11,2025-06-11 18:13:00,sunDown,0
11,2025-06-11 19:00:42,doorOpened,0
11,2025-06-11 19:02:42,doorClosed,0
11,2025-06-11 19:03:42,nicolasDetected,0
11,2025-06-11 19:03:42,lampOn,0
11,2025-06-11 19:04:42,presenceOn,0
11,2025-06-11 19:05:42,blindsOpen,0
11,2025-06-11 19:06:42,blindsClosed,0
11,2025-06-12 02:36:50,lampOff,0
11,2025-06-12 02:46:50,presenceOff,0
11,2025-06-12 02:47:50,nicolasNotDected,0
11,2025-06-12 02:49:50,musicOff,0
12,2025-06-12 06:45:00,sunUp,1
12,2025-06-12 07:48:24,nicolasDetected,1
12,2025-06-12 07:53:24,presenceOn,1
12,2025-06-12 07:55:24,blindsOpen,1
12,2025-06-12 09:35:33,doorOpened,1
12,2025-06-12 09:37:33,doorClosed,1
12,2025-06-12 09:38:33,nicolasNotDected,1
12,2025-06-12 09:39:33,presenceOff,1
12,2025-06-12 18:06:00,sunDown,0
12,2025-06-12 19:00:28,doorOpened,0
12,2025-06-12 19:02:28,doorClosed,0
12,2025-06-12 19:03:28,nicolasDetected,0
12,2025-06-12 19:03:28,lampOn,0
12,2025-06-12 19:04:28,presenceOn,0
12,2025-06-12 19:05:28,blindsOpen,0
12,2025-06-12 19:06:28,blindsClosed,0
12,2025-06-13 01:42:50,lampOff,0
12,2025-06-13 01:52:50,presenceOff,0
12,2025-06-13 01:53:50,nicolasNotDected,0
12,2025-06-13 01:55:50,musicOff,0
13,2025-06-13 06:36:00,sunUp,1
13,2025-06-13 07:24:28,nicolasDetected,1
13,2025-06-13 07:29:28,presenceOn,1
13,2025-06-13 07:31:28,blindsOpen,1
13,2025-06-13 09:56:06,doorOpened,1
13,2025-06-13 09:58:06,doorClosed,1
13,2025-06-13 09:59:06,nicolasNotDected,1
13,2025-06-13 10:00:06,presenceOff,1
13,2025-06-13 18:12:00,sunDown,0
13,2025-06-13 19:00:46,doorOpened,0
13,2025-06-13 19:02:46,doorClosed,0
13,2025-06-13 19:03:46,nicolasDetected,0
13,2025-06-13 19:03:46,lampOn,0
13,2025-06-13 19:04:46,presenceOn,0
13,2025-06-13 19:05:46,blindsOpen,0
13,2025-06-13 19:06:46,blindsClosed,0
13,2025-06-14 01:39:16,lampOff,0
13,2025-06-14 01:49:16,presenceOff,0
13,2025-06-14 01:50:16,nicolasNotDected,0
13,2025-06-14 01:52:16,musicOff,0
14,2025-06-14 06:30:00,sunUp,1
14,2025-06-14 07:01:45,nicolasDetected,1
14,2025-06-14 07:06:45,presenceOn,1
14,2025-06-14 07:08:45,blindsOpen,1
14,2025-06-14 09:12:42,doorOpened,1
14,2025-06-14 09:14:42,doorClosed,1
14,2025-06-14 09:15:42,nicolasNotDected,1
14,2025-06-14 09:16:42,presenceOff,1
14,2025-06-14 18:02:00,sunDown,0
14,2025-06-14 19:00:27,doorOpened,0
14,2025-06-14 19:02:27,doorClosed,0
14,2025-06-14 19:03:27,nicolasDetected,0
14,2025-06-14 19:03:27,lampOn,0
14,2025-06-14 19:04:27,presenceOn,0
14,2025-06-14 19:05:27,blindsOpen,0
14,2025-06-14 19:06:27,blindsClosed,0
14,2025-06-15 01:29:59,lampOff,0
14,2025-06-15 01:39:59,presenceOff,0
14,2025-06-15 01:40:59,nicolasNotDected,0
14,2025-06-15 01:42:59,musicOff,0
15,2025-06-15 06:38:00,sunUp,1
15,2025-06-15 07:04:47,nicolasDetected,1
15,2025-06-15 07:09:47,presenceOn,1
15,2025-06-15 07:11:47,blindsOpen,1
15,2025-06-15 09:22:27,doorOpened,1
15,2025-06-15 09:24:27,doorClosed,1
15,2025-06-15 09:25:27,nicolasNotDected,1
15,2025-06-15 09:26:27,presenceOff,1
15,2025-06-15 18:02:00,sunDown,0
15,2025-06-15 19:00:33,doorOpened,0
15,2025-06-15 19:02:33,doorClosed,0
15,2025-06-15 19:03:33,nicolasDetected,0
15,2025-06-15 19:03:33,lampOn,0
15,2025-06-15 19:04:33,presenceOn,0
15,2025-06-15 19:05:33,musicOn,0
15,2025-06-15 19:06:33,blindsClosed,0
15,2025-06-16 02:14:32,lampOff,0
15,2025-06-16 02:24:32,presenceOff,0
15,2025-06-16 02:25:32,nicolasNotDected,0
15,2025-06-16 02:27:32,musicOff,0
16,2025-06-16 06:32:00,sunUp,1
16,2025-06-16 07:22:41,nicolasDetected,1
16,2025-06-16 07:27:41,presenceOn,1
16,2025-06-16 07:29:41,blindsOpen,1
16,2025-06-16 09:35:58,doorOpened,1
16,2025-06-16 09:37:58,doorClosed,1
16,2025-06-16 09:38:58,nicolasNotDected,1
16,2025-06-16 09:39:58,presenceOff,1
16,2025-06-16 18:14:00,sunDown,0
16,2025-06-16 19:00:49,doorOpened,0
16,2025-06-16 19:02:49,doorClosed,0
16,2025-06-16 19:03:49,nicolasDetected,0
16,2025-06-16 19:03:49,lampOn,0
16,2025-06-16 19:04:49,presenceOn,0
16,2025-06-16 19:05:49,musicOn,0
16,2025-06-16 19:06:49,blindsClosed,0
16,2025-06-17 02:28:48,lampOff,0
16,2025-06-17 02:38:48,presenceOff,0
16,2025-06-17 02:39:48,nicolasNotDected,0
16,2025-06-17 02:41:48,musicOff,0
17,2025-06-17 06:40:00,sunUp,1
17,2025-06-17 07:34:22,nicolasDetected,1
17,2025-06-17 07:39:22,presenceOn,1
17,2025-06-17 07:41:22,blindsOpen,1
17,2025-06-17 09:23:16,doorOpened,1
17,2025-06-17 09:25:16,doorClosed,1
17,2025-06-17 09:26:16,nicolasNotDected,1
17,2025-06-17 09:27:16,presenceOff,1
17,2025-06-17 18:03:00,sunDown,0
17,2025-06-17 19:00:36,doorOpened,0
17,2025-06-17 19:02:36,doorClosed,0
17,2025-06-17 19:03:36,nicolasDetected,0
17,2025-06-17 19:03:36,lampOn,0
17,2025-06-17 19:04:36,presenceOn,0
17,2025-06-17 19:05:36,musicOn,0
17,2025-06-17 19:06:36,blindsClosed,0
17,2025-06-18 01:44:05,lampOff,0
17,2025-06-18 01:54:05,presenceOff,0
17,2025-06-18 01:55:05,nicolasNotDected,0
17,2025-06-18 01:57:05,musicOff,0
18,2025-06-18 06:33:00,sunUp,1
18,2025-06-18 07:23:30,nicolasDetected,1
18,2025-06-18 07:28:30,presenceOn,1
18,2025-06-18 07:30:30,blindsOpen,1
18,2025-06-18 09:59:27,doorOpened,1
18,2025-06-18 10:01:27,doorClosed,1
18,2025-06-18 10:02:27,nicolasNotDected,1
18,2025-06-18 10:03:27,presenceOff,1
18,2025-06-18 18:03:00,sunDown,0
18,2025-06-18 19:00:37,doorOpened,0
18,2025-06-18 19:02:37,doorClosed,0
18,2025-06-18 19:03:37,nicolasDetected,0
18,2025-06-18 19:03:37,lampOn,0
18,2025-06-18 19:04:37,presenceOn,0
18,2025-06-18 19:05:37,blindsOpen,0
18,2025-06-18 19:06:37,blindsClosed,0
18,2025-06-19 02:21:44,lampOff,0
18,2025-06-19 02:31:44,presenceOff,0
18,2025-06-19 02:32:44,nicolasNotDected,0
18,2025-06-19 02:34:44,musicOff,0
19,2025-06-19 06:38:00,sunUp,1
19,2025-06-19 07:49:05,nicolasDetected,1
19,2025-06-19 07:54:05,presenceOn,1
19,2025-06-19 07:56:05,blindsOpen,1
19,2025-06-19 09:39:02,doorOpened,1
19,2025-06-19 09:41:02,doorClosed,1
19,2025-06-19 09:42:02,nicolasNotDected,1
19,2025-06-19 09:43:02,presenceOff,1
19,2025-06-19 18:02:00,sunDown,0
19,2025-06-19 19:00:57,doorOpened,0
19,2025-06-19 19:02:57,doorClosed,0
19,2025-06-19 19:03:57,nicolasDetected,0
19,2025-06-19 19:03:57,lampOn,0
19,2025-06-19 19:04:57,presenceOn,0
19,2025-06-19 19:05:57,musicOn,0
19,2025-06-19 19:06:57,blindsClosed,0
19,2025-06-20 01:41:11,lampOff,0
19,2025-06-20 01:51:11,presenceOff,0
19,2025-06-20 01:52:11,nicolasNotDected,0
19,2025-06-20 01:54:11,musicOff,0
20,2025-06-20 06:38:00,sunUp,1
20,2025-06-20 07:03:24,nicolasDetected,1
20,2025-06-20 07:08:24,presenceOn,1
20,2025-06-20 07:10:24,blindsOpen,1
20,2025-06-20 09:32:10,doorOpened,1
20,2025-06-20 09:34:10,doorClosed,1
20,2025-06-20 09:35:10,nicolasNotDected,1
20,2025-06-20 09:36:10,presenceOff,1
20,2025-06-20 18:13:00,sunDown,0
20,2025-06-20 19:00:55,doorOpened,0
20,2025-06-20 19:02:55,doorClosed,0
20,2025-06-20 19:03:55,nicolasDetected,0
20,2025-06-20 19:03:55,lampOn,0
20,2025-06-20 19:04:55,presenceOn,0
20,2025-06-20 19:05:55,musicOn,0
20,2025-06-20 19:06:55,blindsClosed,0
20,2025-06-21 01:49:44,lampOff,0
20,2025-06-21 01:59:44,presenceOff,0
20,2025-06-21 02:00:44,nicolasNotDected,0
20,2025-06-21 02:02:44,musicOff,0
21,2025-06-21 06:38:00,sunUp,1
21,2025-06-21 07:28:20,nicolasDetected,1
21,2025-06-21 07:33:20,presenceOn,1
21,2025-06-21 07:35:20,blindsOpen,1
21,2025-06-21 09:33:20,doorOpened,1
21,2025-06-21 09:35:20,doorClosed,1
21,2025-06-21 09:36:20,nicolasNotDected,1
21,2025-06-21 09:37:20,presenceOff,1
21,2025-06-21 18:03:00,sunDown,0
21,2025-06-21 19:00:04,doorOpened,0
21,2025-06-21 19:02:04,doorClosed,0
21,2025-06-21 19:03:04,nicolasDetected,0
21,2025-06-21 19:03:04,lampOn,0
21,2025-06-21 19:04:04,presenceOn,0
21,2025-06-21 19:05:04,blindsOpen,0
21,2025-06-21 19:06:04,blindsClosed,0
21,2025-06-22 01:59:06,lampOff,0
21,2025-06-22 02:09:06,presenceOff,0
21,2025-06-22 02:10:06,nicolasNotDected,0
21,2025-06-22 02:12:06,musicOff,0
22,2025-06-22 06:44:00,sunUp,1
22,2025-06-22 07:03:36,nicolasDetected,1
22,2025-06-22 07:08:36,presenceOn,1
22,2025-06-22 07:10:36,blindsOpen,1
22,2025-06-22 09:52:49,doorOpened,1
22,2025-06-22 09:54:49,doorClosed,1
22,2025-06-22 09:55:49,nicolasNotDected,1
22,2025-06-22 09:56:49,presenceOff,1
22,2025-06-22 18:15:00,sunDown,0
22,2025-06-22 19:00:47,doorOpened,0
22,2025-06-22 19:02:47,doorClosed,0
22,2025-06-22 19:03:47,nicolasDetected,0
22,2025-06-22 19:03:47,lampOn,0
22,2025-06-22 19:04:47,presenceOn,0
22,2025-06-22 19:05:47,musicOn,0
22,2025-06-22 19:06:47,blindsClosed,0
22,2025-06-23 02:08:56,lampOff,0
22,2025-06-23 02:18:56,presenceOff,0
22,2025-06-23 02:19:56,nicolasNotDected,0
22,2025-06-23 02:21:56,musicOff,0
23,2025-06-23 06:37:00,sunUp,1
23,2025-06-23 07:09:55,nicolasDetected,1
23,2025-06-23 07:14:55,presenceOn,1
23,2025-06-23 07:16:55,blindsOpen,1
23,2025-06-23 09:45:20,doorOpened,1
23,2025-06-23 09:47:20,doorClosed,1
23,2025-06-23 09:48:20,nicolasNotDected,1
23,2025-06-23 09:49:20,presenceOff,1
23,2025-06-23 18:05:00,sunDown,0
23,2025-06-23 19:00:39,doorOpened,0
23,2025-06-23 19:02:39,doorClosed,0
23,2025-06-23 19:03:39,nicolasDetected,0
23,2025-06-23 19:03:39,lampOn,0
23,2025-06-23 19:04:39,presenceOn,0
23,2025-06-23 19:05:39,blindsOpen,0
23,2025-06-23 19:06:39,blindsClosed,0
23,2025-06-24 01:15:05,lampOff,0
23,2025-06-24 01:25:05,presenceOff,0
23,2025-06-24 01:26:05,nicolasNotDected,0
23,2025-06-24 01:28:05,musicOff,0
24,2025-06-24 06:35:00,sunUp,1
24,2025-06-24 07:02:41,nicolasDetected,1
24,2025-06-24 07:07:41,presenceOn,1
24,2025-06-24 07:09:41,blindsOpen,1
24,2025-06-24 09:59:50,doorOpened,1
24,2025-06-24 10:01:50,doorClosed,1
24,2025-06-24 10:02:50,nicolasNotDected,1
24,2025-06-24 10:03:50,presenceOff,1
24,2025-06-24 18:13:00,sunDown,0
24,2025-06-24 19:00:14,doorOpened,0
24,2025-06-24 19:02:14,doorClosed,0
24,2025-06-24 19:03:14,nicolasDetected,0
24,2025-06-24 19:03:14,lampOn,0
24,2025-06-24 19:04:14,presenceOn,0
24,2025-06-24 19:05:14,musicOn,0
24,2025-06-24 19:06:14,blindsClosed,0
24,2025-06-25 01:38:16,lampOff,0
24,2025-06-25 01:48:16,presenceOff,0
24,2025-06-25 01:49:16,nicolasNotDected,0
24,2025-06-25 01:51:16,musicOff,0
25,2025-06-25 06:30:00,sunUp,1
25,2025-06-25 07:38:32,nicolasDetected,1
25,2025-06-25 07:43:32,presenceOn,1
25,2025-06-25 07:45:32,blindsOpen,1
25,2025-06-25 09:34:51,doorOpened,1
25,2025-06-25 09:36:51,doorClosed,1
25,2025-06-25 09:37:51,nicolasNotDected,1
25,2025-06-25 09:38:51,presenceOff,1
25,2025-06-25 18:06:00,sunDown,0
25,2025-06-25 19:00:02,doorOpened,0
25,2025-06-25 19:02:02,doorClosed,0
25,2025-06-25 19:03:02,nicolasDetected,0
25,2025-06-25 19:03:02,lampOn,0
25,2025-06-25 19:04:02,presenceOn,0
25,2025-06-25 19:05:02,musicOn,0
25,2025-06-25 19:06:02,blindsClosed,0
25,2025-06-26 01:28:14,lampOff,0
25,2025-06-26 01:38:14,presenceOff,0
25,2025-06-26 01:39:14,nicolasNotDected,0
25,2025-06-26 01:41:14,musicOff,0
26,2025-06-26 06:30:00,sunUp,1
26,2025-06-26 07:10:12,nicolasDetected,1
26,2025-06-26 07:15:12,presenceOn,1
26,2025-06-26 07:17:12,blindsOpen,1
26,2025-06-26 09:58:57,doorOpened,1
26,2025-06-26 10:00:57,doorClosed,1
26,2025-06-26 10:01:57,nicolasNotDected,1
26,2025-06-26 10:02:57,presenceOff,1
26,2025-06-26 18:12:00,sunDown,0
26,2025-06-26 19:00:45,doorOpened,0
26,2025-06-26 19:02:45,doorClosed,0
26,2025-06-26 19:03:45,nicolasDetected,0
26,2025-06-26 19:03:45,lampOn,0
26,2025-06-26 19:04:45,presenceOn,0
26,2025-06-26 19:05:45,musicOn,0
26,2025-06-26 19:06:45,blindsClosed,0
26,2025-06-27 01:19:28,lampOff,0
26,2025-06-27 01:29:28,presenceOff,0
26,2025-06-27 01:30:28,nicolasNotDected,0
26,2025-06-27 01:32:28,musicOff,0
27,2025-06-27 06:44:00,sunUp,1
27,2025-06-27 07:25:49,nicolasDetected,1
27,2025-06-27 07:30:49,presenceOn,1
27,2025-06-27 07:32:49,blindsOpen,1
27,2025-06-27 09:58:36,doorOpened,1
27,2025-06-27 10:00:36,doorClosed,1
27,2025-06-27 10:01:36,nicolasNotDected,1
27,2025-06-27 10:02:36,presenceOff,1
27,2025-06-27 18:08:00,sunDown,0
27,2025-06-27 19:00:56,doorOpened,0
27,2025-06-27 19:02:56,doorClosed,0
27,2025-06-27 19:03:56,nicolasDetected,0
27,2025-06-27 19:03:56,lampOn,0
27,2025-06-27 19:04:56,presenceOn,0
27,2025-06-27 19:05:56,blindsOpen,0
27,2025-06-27 19:06:56,blindsClosed,0
27,2025-06-28 01:23:16,lampOff,0
27,2025-06-28 01:33:16,presenceOff,0
27,2025-06-28 01:34:16,nicolasNotDected,0
27,2025-06-28 01:36:16,musicOff,0
28,2025-06-28 06:33:00,sunUp,1
28,2025-06-28 07:49:18,nicolasDetected,1
28,2025-06-28 07:54:18,presenceOn,1
28,2025-06-28 07:56:18,blindsOpen,1
28,2025-06-28 09:44:40,doorOpened,1
28,2025-06-28 09:46:40,doorClosed,1
28,2025-06-28 09:47:40,nicolasNotDected,1
28,2025-06-28 09:48:40,presenceOff,1
28,2025-06-28 18:07:00,sunDown,0
28,2025-06-28 19:00:28,doorOpened,0
28,2025-06-28 19:02:28,doorClosed,0
28,2025-06-28 19:03:28,nicolasDetected,0
28,2025-06-28 19:03:28,lampOn,0
28,2025-06-28 19:04:28,presenceOn,0
28,2025-06-28 19:05:28,musicOn,0
28,2025-06-28 19:06:28,blindsClosed,0
28,2025-06-29 01:18:42,lampOff,0
28,2025-06-29 01:28:42,presenceOff,0
28,2025-06-29 01:29:42,nicolasNotDected,0
28,2025-06-29 01:31:42,musicOff,0
29,2025-06-29 06:31:00,sunUp,1
29,2025-06-29 07:43:00,nicolasDetected,1
29,2025-06-29 07:48:00,presenceOn,1
29,2025-06-29 07:50:00,blindsOpen,1
29,2025-06-29 09:46:24,doorOpened,1
29,2025-06-29 09:48:24,doorClosed,1
29,2025-06-29 09:49:24,nicolasNotDected,1
29,2025-06-29 09:50:24,presenceOff,1
29,2025-06-29 18:11:00,sunDown,0
29,2025-06-29 19:00:01,doorOpened,0
29,2025-06-29 19:02:01,doorClosed,0
29,2025-06-29 19:03:01,nicolasDetected,0
29,2025-06-29 19:03:01,lampOn,0
29,2025-06-29 19:04:01,presenceOn,0
29,2025-06-29 19:05:01,blindsOpen,0
29,2025-06-29 19:06:01,blindsClosed,0
29,2025-06-30 01:40:12,lampOff,0
29,2025-06-30 01:50:12,presenceOff,0
29,2025-06-30 01:51:12,nicolasNotDected,0
29,2025-06-30 01:53:12,musicOff,0
30,2025-06-30 06:36:00,sunUp,1
30,2025-06-30 07:02:55,nicolasDetected,1
30,2025-06-30 07:07:55,presenceOn,1
30,2025-06-30 07:09:55,blindsOpen,1
30,2025-06-30 09:46:37,doorOpened,1
30,2025-06-30 09:48:37,doorClosed,1
30,2025-06-30 09:49:37,nicolasNotDected,1
30,2025-06-30 09:50:37,presenceOff,1
30,2025-06-30 18:11:00,sunDown,0
30,2025-06-30 19:00:20,doorOpened,0
30,2025-06-30 19:02:20,doorClosed,0
30,2025-06-30 19:03:20,nicolasDetected,0
30,2025-06-30 19:03:20,lampOn,0
30,2025-06-30 19:04:20,presenceOn,0
30,2025-06-30 19:05:20,blindsOpen,0
30,2025-06-30 19:06:20,blindsClosed,0
30,2025-07-01 02:02:18,lampOff,0
30,2025-07-01 02:12:18,presenceOff,0
