case,completeTime,event,sunUp
7,2023-01-08 17:04:00,sunDown,0
7,2023-01-08 17:04:26,lampOn,0
7,2023-01-08 17:04:51,blindsClosed,0
8,2023-01-09 17:08:00,sunDown,0
8,2023-01-09 18:02:00,doorOpened,0
8,2023-01-09 18:02:28,nicolasDetected,0
8,2023-01-09 18:02:54,presenceOn,0
8,2023-01-09 18:03:17,lampOn,0
8,2023-01-09 18:03:40,doorClosed,0
8,2023-01-09 18:04:05,blindsClosed,0
9,2023-01-10 17:08:00,sunDown,0
9,2023-01-10 18:00:00,doorOpened,0
9,2023-01-10 18:00:15,nicolasDetected,0
9,2023-01-10 18:00:30,presenceOn,0
9,2023-01-10 18:00:45,lampOn,0
9,2023-01-10 18:00:58,doorClosed,0
9,2023-01-10 18:01:13,blindsClosed,0
10,2023-01-11 17:04:00,sunDown,0
10,2023-01-11 18:01:00,doorOpened,0
10,2023-01-11 18:01:18,nicolasDetected,0
10,2023-01-11 18:01:38,presenceOn,0
10,2023-01-11 18:01:58,lampOn,0
10,2023-01-11 18:02:22,doorClosed,0
10,2023-01-11 18:02:38,blindsClosed,0
11,2023-01-12 17:02:00,sunDown,0
11,2023-01-12 18:01:00,doorOpened,0
11,2023-01-12 18:01:21,nicolasDetected,0
11,2023-01-12 18:01:33,presenceOn,0
11,2023-01-12 18:01:50,lampOn,0
11,2023-01-12 18:02:03,doorClosed,0
11,2023-01-12 18:02:30,blindsClosed,0
12,2023-01-13 17:01:00,sunDown,0
12,2023-01-13 18:00:00,doorOpened,0
12,2023-01-13 18:00:24,nicolasDetected,0
12,2023-01-13 18:00:42,presenceOn,0
12,2023-01-13 18:00:55,lampOn,0
12,2023-01-13 18:01:22,doorClosed,0
12,2023-01-13 18:01:38,blindsClosed,0
13,2023-01-14 15:01:00,doorOpened,1
13,2023-01-14 15:01:26,nicolasDetected,1
13,2023-01-14 15:01:47,presenceOn,1
13,2023-01-14 15:01:59,doorClosed,1
13,2023-01-14 17:01:00,sunDown,0
13,2023-01-14 17:01:28,lampOn,0
13,2023-01-14 17:01:38,blindsClosed,0
14,2023-01-15 15:05:00,doorOpened,1
14,2023-01-15 15:05:15,nicolasDetected,1
14,2023-01-15 15:05:32,presenceOn,1
14,2023-01-15 15:05:55,doorClosed,1
14,2023-01-15 17:04:00,sunDown,0
14,2023-01-15 17:04:18,lampOn,0
14,2023-01-15 17:04:39,blindsClosed,0
15,2023-01-16 17:05:00,sunDown,0
15,2023-01-16 18:01:00,doorOpened,0
15,2023-01-16 18:01:18,nicolasDetected,0
15,2023-01-16 18:01:32,presenceOn,0
15,2023-01-16 18:02:02,lampOn,0
15,2023-01-16 18:02:25,doorClosed,0
15,2023-01-16 18:02:46,blindsClosed,0
16,2023-01-17 17:03:00,sunDown,0
16,2023-01-17 18:03:00,doorOpened,0
16,2023-01-17 18:03:14,nicolasDetected,0
16,2023-01-17 18:03:32,presenceOn,0
16,2023-01-17 18:03:51,lampOn,0
16,2023-01-17 18:04:17,doorClosed,0
16,2023-01-17 18:04:46,blindsClosed,0
17,2023-01-18 17:02:00,sunDown,0
17,2023-01-18 18:04:00,doorOpened,0
17,2023-01-18 18:04:19,nicolasDetected,0
17,2023-01-18 18:04:48,presenceOn,0
17,2023-01-18 18:05:12,lampOn,0
17,2023-01-18 18:05:35,doorClosed,0
17,2023-01-18 18:06:03,blindsClosed,0
18,2023-01-19 17:01:00,sunDown,0
18,2023-01-19 18:05:00,doorOpened,0
18,2023-01-19 18:05:22,nicolasDetected,0
18,2023-01-19 18:05:38,presenceOn,0
18,2023-01-19 18:06:01,lampOn,0
18,2023-01-19 18:06:24,doorClosed,0
18,2023-01-19 18:06:35,blindsClosed,0
19,2023-01-20 17:09:00,sunDown,0
19,2023-01-20 18:04:00,doorOpened,0
19,2023-01-20 18:04:20,nicolasDetected,0
19,2023-01-20 18:04:43,presenceOn,0
19,2023-01-20 18:05:00,lampOn,0
19,2023-01-20 18:05:29,doorClosed,0
19,2023-01-20 18:05:59,blindsClosed,0
20,2023-01-21 15:06:00,doorOpened,1
20,2023-01-21 15:06:16,nicolasDetected,1
20,2023-01-21 15:06:38,presenceOn,1
20,2023-01-21 15:06:56,doorClosed,1
20,2023-01-21 17:00:00,sunDown,0
20,2023-01-21 17:00:20,lampOn,0
20,2023-01-21 17:00:31,blindsClosed,0
21,2023-01-22 15:04:00,doorOpened,1
21,2023-01-22 15:04:24,nicolasDetected,1
21,2023-01-22 15:04:38,presenceOn,1
21,2023-01-22 15:05:03,doorClosed,1
21,2023-01-22 17:00:00,sunDown,0
21,2023-01-22 17:00:13,lampOn,0
21,2023-01-22 17:00:41,blindsClosed,0
22,2023-01-23 17:01:00,sunDown,0
22,2023-01-23 18:05:00,doorOpened,0
22,2023-01-23 18:05:22,nicolasDetected,0
22,2023-01-23 18:05:46,presenceOn,0
22,2023-01-23 18:06:08,lampOn,0
22,2023-01-23 18:06:33,doorClosed,0
22,2023-01-23 18:06:47,blindsClosed,0
23,2023-01-24 17:07:00,sunDown,0
23,2023-01-24 18:03:00,doorOpened,0
23,2023-01-24 18:03:10,nicolasDetected,0
23,2023-01-24 18:03:29,presenceOn,0
23,2023-01-24 18:03:42,lampOn,0
23,2023-01-24 18:03:56,doorClosed,0
23,2023-01-24 18:04:18,blindsClosed,0
24,2023-01-25 17:03:00,sunDown,0
24,2023-01-25 18:02:00,doorOpened,0
24,2023-01-25 18:02:20,nicolasDetected,0
24,2023-01-25 18:02:41,presenceOn,0
24,2023-01-25 18:03:06,lampOn,0
24,2023-01-25 18:03:24,doorClosed,0
24,2023-01-25 18:03:41,blindsClosed,0
25,2023-01-26 17:01:00,sunDown,0
25,2023-01-26 18:02:00,doorOpened,0
25,2023-01-26 18:02:24,nicolasDetected,0
25,2023-01-26 18:02:34,presenceOn,0
25,2023-01-26 18:02:58,lampOn,0
25,2023-01-26 18:03:13,doorClosed,0
25,2023-01-26 18:03:42,blindsClosed,0
26,2023-01-27 17:08:00,sunDown,0
26,2023-01-27 18:00:00,doorOpened,0
26,2023-01-27 18:00:11,nicolasDetected,0
26,2023-01-27 18:00:39,presenceOn,0
26,2023-01-27 18:01:00,lampOn,0
26,2023-01-27 18:01:13,doorClosed,0
26,2023-01-27 18:01:36,blindsClosed,0
27,2023-01-28 15:06:00,doorOpened,1
27,2023-01-28 15:06:21,nicolasDetected,1
27,2023-01-28 15:06:31,presenceOn,1
27,2023-01-28 15:06:44,doorClosed,1
27,2023-01-28 17:07:00,sunDown,0
27,2023-01-28 17:07:28,lampOn,0
27,2023-01-28 17:07:52,blindsClosed,0
28,2023-01-29 15:01:00,doorOpened,1
28,2023-01-29 15:01:11,nicolasDetected,1
28,2023-01-29 15:01:38,presenceOn,1
28,2023-01-29 15:02:01,doorClosed,1
28,2023-01-29 17:01:00,sunDown,0
28,2023-01-29 17:01:28,lampOn,0
28,2023-01-29 17:01:52,blindsClosed,0
29,2023-01-30 17:06:00,sunDown,0
29,2023-01-30 18:00:00,doorOpened,0
29,2023-01-30 18:00:22,nicolasDetected,0
29,2023-01-30 18:00:52,presenceOn,0
29,2023-01-30 18:01:18,lampOn,0
29,2023-01-30 18:01:32,doorClosed,0
29,2023-01-30 18:01:53,blindsClosed,0
30,2023-01-31 17:08:00,sunDown,0
30,2023-01-31 18:04:00,doorOpened,0
30,2023-01-31 18:04:21,nicolasDetected,0
30,2023-01-31 18:04:37,presenceOn,0
30,2023-01-31 18:04:53,lampOn,0
30,2023-01-31 18:05:19,doorClosed,0
30,2023-01-31 18:05:36,blindsClosed,0
31,2023-02-01 17:07:00,sunDown,0
31,2023-02-01 18:01:00,doorOpened,0
31,2023-02-01 18:01:21,nicolasDetected,0
31,2023-02-01 18:01:41,presenceOn,0
31,2023-02-01 18:02:02,lampOn,0
31,2023-02-01 18:02:25,doorClosed,0
31,2023-02-01 18:02:51,blindsClosed,0
32,2023-02-02 17:03:00,sunDown,0
32,2023-02-02 18:04:00,doorOpened,0
32,2023-02-02 18:04:26,nicolasDetected,0
32,2023-02-02 18:04:44,presenceOn,0
32,2023-02-02 18:05:01,lampOn,0
32,2023-02-02 18:05:27,doorClosed,0
32,2023-02-02 18:05:44,blindsClosed,0
33,2023-02-03 17:08:00,sunDown,0
33,2023-02-03 18:02:00,doorOpened,0
33,2023-02-03 18:02:13,nicolasDetected,0
33,2023-02-03 18:02:34,presenceOn,0
33,2023-02-03 18:02:46,lampOn,0
33,2023-02-03 18:03:03,doorClosed,0
33,2023-02-03 18:03:14,blindsClosed,0
34,2023-02-04 15:00:00,doorOpened,1
34,2023-02-04 15:00:16,nicolasDetected,1
34,2023-02-04 15:00:33,presenceOn,1
34,2023-02-04 15:00:54,doorClosed,1
34,2023-02-04 17:03:00,sunDown,0
34,2023-02-04 17:03:26,lampOn,0
34,2023-02-04 17:03:39,blindsClosed,0
35,2023-02-05 15:01:00,doorOpened,1
35,2023-02-05 15:01:19,nicolasDetected,1
35,2023-02-05 15:01:41,presenceOn,1
35,2023-02-05 15:01:51,doorClosed,1
35,2023-02-05 17:07:00,sunDown,0
35,2023-02-05 17:07:13,lampOn,0
35,2023-02-05 17:07:23,blindsClosed,0
36,2023-02-06 17:09:00,sunDown,0
36,2023-02-06 18:00:00,doorOpened,0
36,2023-02-06 18:00:25,nicolasDetected,0
36,2023-02-06 18:00:39,presenceOn,0
36,2023-02-06 18:01:09,lampOn,0
36,2023-02-06 18:01:21,doorClosed,0
36,2023-02-06 18:01:51,blindsClosed,0
37,2023-02-07 17:06:00,sunDown,0
37,2023-02-07 18:05:00,doorOpened,0
37,2023-02-07 18:05:24,nicolasDetected,0
37,2023-02-07 18:05:38,presenceOn,0
37,2023-02-07 18:05:49,lampOn,0
37,2023-02-07 18:06:07,doorClosed,0
37,2023-02-07 18:06:29,blindsClosed,0
38,2023-02-08 17:05:00,sunDown,0
38,2023-02-08 18:04:00,doorOpened,0
38,2023-02-08 18:04:17,nicolasDetected,0
38,2023-02-08 18:04:30,presenceOn,0
38,2023-02-08 18:04:45,lampOn,0
38,2023-02-08 18:05:04,doorClosed,0
38,2023-02-08 18:05:26,blindsClosed,0
39,2023-02-09 17:05:00,sunDown,0
39,2023-02-09 18:00:00,doorOpened,0
39,2023-02-09 18:00:30,nicolasDetected,0
39,2023-02-09 18:00:57,presenceOn,0
39,2023-02-09 18:01:17,lampOn,0
39,2023-02-09 18:01:30,doorClosed,0
39,2023-02-09 18:02:00,blindsClosed,0
40,2023-02-10 17:07:00,sunDown,0
40,2023-02-10 18:02:00,doorOpened,0
40,2023-02-10 18:02:20,nicolasDetected,0
40,2023-02-10 18:02:44,presenceOn,0
40,2023-02-10 18:03:11,lampOn,0
40,2023-02-10 18:03:25,doorClosed,0
40,2023-02-10 18:03:55,blindsClosed,0
41,2023-02-11 15:03:00,doorOpened,1
41,2023-02-11 15:03:29,nicolasDetected,1
41,2023-02-11 15:03:50,presenceOn,1
41,2023-02-11 15:04:16,doorClosed,1
41,2023-02-11 17:10:00,sunDown,0
41,2023-02-11 17:10:28,lampOn,0
41,2023-02-11 17:10:41,blindsClosed,0
42,2023-02-12 15:10:00,doorOpened,1
42,2023-02-12 15:10:10,nicolasDetected,1
42,2023-02-12 15:10:21,presenceOn,1
42,2023-02-12 15:10:44,doorClosed,1
42,2023-02-12 17:02:00,sunDown,0
42,2023-02-12 17:02:17,lampOn,0
42,2023-02-12 17:02:38,blindsClosed,0
43,2023-02-13 17:04:00,sunDown,0
43,2023-02-13 18:00:00,doorOpened,0
43,2023-02-13 18:00:14,nicolasDetected,0
43,2023-02-13 18:00:34,presenceOn,0
43,2023-02-13 18:00:44,lampOn,0
43,2023-02-13 18:01:14,doorClosed,0
43,2023-02-13 18:01:41,blindsClosed,0
44,2023-02-14 17:06:00,sunDown,0
44,2023-02-14 18:00:00,doorOpened,0
44,2023-02-14 18:00:27,nicolasDetected,0
44,2023-02-14 18:00:48,presenceOn,0
44,2023-02-14 18:01:07,lampOn,0
44,2023-02-14 18:01:37,doorClosed,0
44,2023-02-14 18:01:52,blindsClosed,0
45,2023-02-15 17:03:00,sunDown,0
45,2023-02-15 18:01:00,doorOpened,0
45,2023-02-15 18:01:10,nicolasDetected,0
45,2023-02-15 18:01:27,presenceOn,0
45,2023-02-15 18:01:42,lampOn,0
45,2023-02-15 18:01:56,doorClosed,0
45,2023-02-15 18:02:21,blindsClosed,0
46,2023-02-16 17:01:00,sunDown,0
46,2023-02-16 18:02:00,doorOpened,0
46,2023-02-16 18:02:13,nicolasDetected,0
46,2023-02-16 18:02:33,presenceOn,0
46,2023-02-16 18:02:48,lampOn,0
46,2023-02-16 18:03:11,doorClosed,0
46,2023-02-16 18:03:22,blindsClosed,0
47,2023-02-17 17:10:00,sunDown,0
47,2023-02-17 18:02:00,doorOpened,0
47,2023-02-17 18:02:21,nicolasDetected,0
47,2023-02-17 18:02:43,presenceOn,0
47,2023-02-17 18:03:12,lampOn,0
47,2023-02-17 18:03:29,doorClosed,0
47,2023-02-17 18:03:49,blindsClosed,0
48,2023-02-18 15:08:00,doorOpened,1
48,2023-02-18 15:08:28,nicolasDetected,1
48,2023-02-18 15:08:39,presenceOn,1
48,2023-02-18 15:08:59,doorClosed,1
48,2023-02-18 17:01:00,sunDown,0
48,2023-02-18 17:01:27,lampOn,0
48,2023-02-18 17:01:40,blindsClosed,0
49,2023-02-19 15:05:00,doorOpened,1
49,2023-02-19 15:05:12,nicolasDetected,1
49,2023-02-19 15:05:40,presenceOn,1
49,2023-02-19 15:05:58,doorClosed,1
49,2023-02-19 17:08:00,sunDown,0
49,2023-02-19 17:08:30,lampOn,0
49,2023-02-19 17:08:58,blindsClosed,0
50,2023-02-20 17:10:00,sunDown,0
50,2023-02-20 18:00:00,doorOpened,0
50,2023-02-20 18:00:28,nicolasDetected,0
50,2023-02-20 18:00:42,presenceOn,0
50,2023-02-20 18:00:59,lampOn,0
50,2023-02-20 18:01:20,doorClosed,0
50,2023-02-20 18:01:38,blindsClosed,0
51,2023-02-21 17:05:00,sunDown,0
51,2023-02-21 18:05:00,doorOpened,0
51,2023-02-21 18:05:13,nicolasDetected,0
51,2023-02-21 18:05:32,presenceOn,0
51,2023-02-21 18:06:00,lampOn,0
51,2023-02-21 18:06:12,doorClosed,0
51,2023-02-21 18:06:28,blindsClosed,0
52,2023-02-22 17:06:00,sunDown,0
52,2023-02-22 18:00:00,doorOpened,0
52,2023-02-22 18:00:11,nicolasDetected,0
52,2023-02-22 18:00:34,presenceOn,0
52,2023-02-22 18:00:59,lampOn,0
52,2023-02-22 18:01:23,doorClosed,0
52,2023-02-22 18:01:34,blindsClosed,0
53,2023-02-23 17:07:00,sunDown,0
53,2023-02-23 18:02:00,doorOpened,0
53,2023-02-23 18:02:26,nicolasDetected,0
53,2023-02-23 18:02:45,presenceOn,0
53,2023-02-23 18:02:58,lampOn,0
53,2023-02-23 18:03:16,doorClosed,0
53,2023-02-23 18:03:36,blindsClosed,0
54,2023-02-24 17:10:00,sunDown,0
54,2023-02-24 18:01:00,doorOpened,0
54,2023-02-24 18:01:12,nicolasDetected,0
54,2023-02-24 18:01:39,presenceOn,0
54,2023-02-24 18:01:56,lampOn,0
54,2023-02-24 18:02:09,doorClosed,0
54,2023-02-24 18:02:38,blindsClosed,0
55,2023-02-25 15:06:00,doorOpened,1
55,2023-02-25 15:06:20,nicolasDetected,1
55,2023-02-25 15:06:38,presenceOn,1
55,2023-02-25 15:06:54,doorClosed,1
55,2023-02-25 17:00:00,sunDown,0
55,2023-02-25 17:00:29,lampOn,0
55,2023-02-25 17:00:41,blindsClosed,0
56,2023-02-26 15:10:00,doorOpened,1
56,2023-02-26 15:10:26,nicolasDetected,1
56,2023-02-26 15:10:48,presenceOn,1
56,2023-02-26 15:11:07,doorClosed,1
56,2023-02-26 17:00:00,sunDown,0
56,2023-02-26 17:00:12,lampOn,0
56,2023-02-26 17:00:40,blindsClosed,0
57,2023-02-27 17:05:00,sunDown,0
57,2023-02-27 18:04:00,doorOpened,0
57,2023-02-27 18:04:27,nicolasDetected,0
57,2023-02-27 18:04:44,presenceOn,0
57,2023-02-27 18:05:12,lampOn,0
57,2023-02-27 18:05:38,doorClosed,0
57,2023-02-27 18:06:07,blindsClosed,0
58,2023-02-28 17:05:00,sunDown,0
58,2023-02-28 18:05:00,doorOpened,0
58,2023-02-28 18:05:21,nicolasDetected,0
58,2023-02-28 18:05:41,presenceOn,0
58,2023-02-28 18:05:51,lampOn,0
58,2023-02-28 18:06:06,doorClosed,0
58,2023-02-28 18:06:25,blindsClosed,0
59,2023-03-01 17:02:00,sunDown,0
59,2023-03-01 18:00:00,doorOpened,0
59,2023-03-01 18:00:11,nicolasDetected,0
59,2023-03-01 18:00:27,presenceOn,0
59,2023-03-01 18:00:46,lampOn,0
59,2023-03-01 18:00:58,doorClosed,0
59,2023-03-01 18:01:24,blindsClosed,0
60,2023-03-02 17:01:00,sunDown,0
60,2023-03-02 18:05:00,doorOpened,0
60,2023-03-02 18:05:23,nicolasDetected,0
60,2023-03-02 18:05:36,presenceOn,0
60,2023-03-02 18:05:48,lampOn,0
60,2023-03-02 18:06:16,doorClosed,0
60,2023-03-02 18:06:37,blindsClosed,0
61,2023-03-03 17:05:00,sunDown,0
61,2023-03-03 18:03:00,doorOpened,0
61,2023-03-03 18:03:26,nicolasDetected,0
61,2023-03-03 18:03:42,presenceOn,0
61,2023-03-03 18:04:08,lampOn,0
61,2023-03-03 18:04:21,doorClosed,0
61,2023-03-03 18:04:48,blindsClosed,0
62,2023-03-04 15:00:00,doorOpened,1
62,2023-03-04 15:00:15,nicolasDetected,1
62,2023-03-04 15:00:38,presenceOn,1
62,2023-03-04 15:01:00,doorClosed,1
62,2023-03-04 17:07:00,sunDown,0
62,2023-03-04 17:07:14,lampOn,0
62,2023-03-04 17:07:25,blindsClosed,0
63,2023-03-05 15:10:00,doorOpened,1
63,2023-03-05 15:10:17,nicolasDetected,1
63,2023-03-05 15:10:32,presenceOn,1
63,2023-03-05 15:11:01,doorClosed,1
63,2023-03-05 17:07:00,sunDown,0
63,2023-03-05 17:07:26,lampOn,0
63,2023-03-05 17:07:56,blindsClosed,0
64,2023-03-06 17:02:00,sunDown,0
64,2023-03-06 18:01:00,doorOpened,0
64,2023-03-06 18:01:15,nicolasDetected,0
64,2023-03-06 18:01:31,presenceOn,0
64,2023-03-06 18:01:58,lampOn,0
64,2023-03-06 18:02:18,doorClosed,0
64,2023-03-06 18:02:29,blindsClosed,0
65,2023-03-07 17:02:00,sunDown,0
65,2023-03-07 18:01:00,doorOpened,0
65,2023-03-07 18:01:11,nicolasDetected,0
65,2023-03-07 18:01:31,presenceOn,0
65,2023-03-07 18:01:45,lampOn,0
65,2023-03-07 18:02:08,doorClosed,0
65,2023-03-07 18:02:29,blindsClosed,0
66,2023-03-08 17:02:00,sunDown,0
66,2023-03-08 18:01:00,doorOpened,0
66,2023-03-08 18:01:17,nicolasDetected,0
66,2023-03-08 18:01:44,presenceOn,0
66,2023-03-08 18:01:58,lampOn,0
66,2023-03-08 18:02:13,doorClosed,0
66,2023-03-08 18:02:42,blindsClosed,0
67,2023-03-09 17:02:00,sunDown,0
67,2023-03-09 18:04:00,doorOpened,0
67,2023-03-09 18:04:21,nicolasDetected,0
67,2023-03-09 18:04:51,presenceOn,0
67,2023-03-09 18:05:09,lampOn,0
67,2023-03-09 18:05:26,doorClosed,0
67,2023-03-09 18:05:38,blindsClosed,0
68,2023-03-10 17:08:00,sunDown,0
68,2023-03-10 18:05:00,doorOpened,0
68,2023-03-10 18:05:26,nicolasDetected,0
68,2023-03-10 18:05:48,presenceOn,0
68,2023-03-10 18:06:11,lampOn,0
68,2023-03-10 18:06:27,doorClosed,0
68,2023-03-10 18:06:46,blindsClosed,0
69,2023-03-11 15:05:00,doorOpened,1
69,2023-03-11 15:05:15,nicolasDetected,1
69,2023-03-11 15:05:26,presenceOn,1
69,2023-03-11 15:05:42,doorClosed,1
69,2023-03-11 17:01:00,sunDown,0
69,2023-03-11 17:01:30,lampOn,0
69,2023-03-11 17:01:53,blindsClosed,0
70,2023-03-12 15:00:00,doorOpened,1
70,2023-03-12 15:00:20,nicolasDetected,1
70,2023-03-12 15:00:40,presenceOn,1
70,2023-03-12 15:01:04,doorClosed,1
70,2023-03-12 17:06:00,sunDown,0
70,2023-03-12 17:06:10,lampOn,0
70,2023-03-12 17:06:24,blindsClosed,0
71,2023-03-13 17:10:00,sunDown,0
71,2023-03-13 18:03:00,doorOpened,0
71,2023-03-13 18:03:30,nicolasDetected,0
71,2023-03-13 18:03:40,presenceOn,0
71,2023-03-13 18:03:56,lampOn,0
71,2023-03-13 18:04:19,doorClosed,0
71,2023-03-13 18:04:40,blindsClosed,0
72,2023-03-14 17:01:00,sunDown,0
72,2023-03-14 18:02:00,doorOpened,0
72,2023-03-14 18:02:16,nicolasDetected,0
72,2023-03-14 18:02:33,presenceOn,0
72,2023-03-14 18:02:49,lampOn,0
72,2023-03-14 18:03:16,doorClosed,0
72,2023-03-14 18:03:35,blindsClosed,0
73,2023-03-15 17:02:00,sunDown,0
73,2023-03-15 18:04:00,doorOpened,0
73,2023-03-15 18:04:19,nicolasDetected,0
73,2023-03-15 18:04:31,presenceOn,0
73,2023-03-15 18:04:51,lampOn,0
73,2023-03-15 18:05:12,doorClosed,0
73,2023-03-15 18:05:39,blindsClosed,0
74,2023-03-16 17:06:00,sunDown,0
74,2023-03-16 18:02:00,doorOpened,0
74,2023-03-16 18:02:26,nicolasDetected,0
74,2023-03-16 18:02:50,presenceOn,0
74,2023-03-16 18:03:14,lampOn,0
74,2023-03-16 18:03:30,doorClosed,0
74,2023-03-16 18:03:44,blindsClosed,0
75,2023-03-17 17:00:00,sunDown,0
75,2023-03-17 18:00:00,doorOpened,0
75,2023-03-17 18:00:14,nicolasDetected,0
75,2023-03-17 18:00:40,presenceOn,0
75,2023-03-17 18:00:50,lampOn,0
75,2023-03-17 18:01:07,doorClosed,0
75,2023-03-17 18:01:27,blindsClosed,0
76,2023-03-18 15:09:00,doorOpened,1
76,2023-03-18 15:09:24,nicolasDetected,1
76,2023-03-18 15:09:49,presenceOn,1
76,2023-03-18 15:10:16,doorClosed,1
76,2023-03-18 17:08:00,sunDown,0
76,2023-03-18 17:08:12,lampOn,0
76,2023-03-18 17:08:26,blindsClosed,0
77,2023-03-19 15:07:00,doorOpened,1
77,2023-03-19 15:07:21,nicolasDetected,1
77,2023-03-19 15:07:46,presenceOn,1
77,2023-03-19 15:08:07,doorClosed,1
77,2023-03-19 17:08:00,sunDown,0
77,2023-03-19 17:08:30,lampOn,0
77,2023-03-19 17:08:45,blindsClosed,0
78,2023-03-20 17:09:00,sunDown,0
78,2023-03-20 18:01:00,doorOpened,0
78,2023-03-20 18:01:25,nicolasDetected,0
78,2023-03-20 18:01:48,presenceOn,0
78,2023-03-20 18:02:14,lampOn,0
78,2023-03-20 18:02:42,doorClosed,0
78,2023-03-20 18:02:58,blindsClosed,0
79,2023-03-21 17:07:00,sunDown,0
79,2023-03-21 18:02:00,doorOpened,0
79,2023-03-21 18:02:27,nicolasDetected,0
79,2023-03-21 18:02:48,presenceOn,0
79,2023-03-21 18:03:09,lampOn,0
79,2023-03-21 18:03:31,doorClosed,0
79,2023-03-21 18:03:59,blindsClosed,0
80,2023-03-22 17:10:00,sunDown,0
80,2023-03-22 18:04:00,doorOpened,0
80,2023-03-22 18:04:19,nicolasDetected,0
80,2023-03-22 18:04:36,presenceOn,0
80,2023-03-22 18:05:00,lampOn,0
80,2023-03-22 18:05:27,doorClosed,0
80,2023-03-22 18:05:57,blindsClosed,0
81,2023-03-23 17:10:00,sunDown,0
81,2023-03-23 18:03:00,doorOpened,0
81,2023-03-23 18:03:16,nicolasDetected,0
81,2023-03-23 18:03:30,presenceOn,0
81,2023-03-23 18:03:40,lampOn,0
81,2023-03-23 18:04:02,doorClosed,0
81,2023-03-23 18:04:22,blindsClosed,0
82,2023-03-24 17:02:00,sunDown,0
82,2023-03-24 18:04:00,doorOpened,0
82,2023-03-24 18:04:30,nicolasDetected,0
82,2023-03-24 18:04:57,presenceOn,0
82,2023-03-24 18:05:27,lampOn,0
82,2023-03-24 18:05:54,doorClosed,0
82,2023-03-24 18:06:17,blindsClosed,0
83,2023-03-25 15:04:00,doorOpened,1
83,2023-03-25 15:04:25,nicolasDetected,1
83,2023-03-25 15:04:37,presenceOn,1
83,2023-03-25 15:05:07,doorClosed,1
83,2023-03-25 17:07:00,sunDown,0
83,2023-03-25 17:07:23,lampOn,0
83,2023-03-25 17:07:50,blindsClosed,0
84,2023-03-26 15:01:00,doorOpened,1
84,2023-03-26 15:01:24,nicolasDetected,1
84,2023-03-26 15:01:41,presenceOn,1
84,2023-03-26 15:02:05,doorClosed,1
84,2023-03-26 17:01:00,sunDown,0
84,2023-03-26 17:01:12,lampOn,0
84,2023-03-26 17:01:28,blindsClosed,0
85,2023-03-27 17:00:00,sunDown,0
85,2023-03-27 18:04:00,doorOpened,0
85,2023-03-27 18:04:22,nicolasDetected,0
85,2023-03-27 18:04:50,presenceOn,0
85,2023-03-27 18:05:01,lampOn,0
85,2023-03-27 18:05:18,doorClosed,0
85,2023-03-27 18:05:43,blindsClosed,0
86,2023-03-28 17:02:00,sunDown,0
86,2023-03-28 18:03:00,doorOpened,0
86,2023-03-28 18:03:15,nicolasDetected,0
86,2023-03-28 18:03:38,presenceOn,0
86,2023-03-28 18:04:08,lampOn,0
86,2023-03-28 18:04:29,doorClosed,0
86,2023-03-28 18:04:47,blindsClosed,0
87,2023-03-29 17:00:00,sunDown,0
