case,completeTime,event,sunUp
11,2025-01-04T13:15:00.000000,presenceOn,1
11,2025-01-04T13:15:00.000000,doorOpened,1
11,2025-01-04T13:15:00.000000,nicolasDetected,1
11,2025-01-04T13:15:00.000000,nicolasNotDected,1
11,2025-01-04T13:15:00.000000,doorClosed,1
11,2025-01-04T13:15:00.000000,presenceOff,1
12,2025-01-04T16:23:00.000000,presenceOn,1
12,2025-01-04T16:23:00.000000,doorOpened,1
12,2025-01-04T16:23:00.000000,nicolasDetected,1
12,2025-01-04T16:23:00.000000,nicolasNotDected,1
12,2025-01-04T16:23:00.000000,doorClosed,1
12,2025-01-04T17:07:00.000000,lampOn,0
12,2025-01-04T17:07:00.000000,blindsClosed,0
13,2025-01-04T22:30:00.000000,lampOff,0
14,2025-01-05T09:36:00.000000,blindsOpen,1
15,2025-01-05T17:08:00.000000,lampOn,0
15,2025-01-05T17:08:00.000000,blindsClosed,0
16,2025-01-05T22:34:00.000000,lampOff,0
17,2025-01-06T07:03:00.000000,lampOn,0
17,2025-01-06T08:43:00.000000,blindsOpen,1
17,2025-01-06T08:43:00.000000,lampOff,1
17,2025-01-06T09:01:00.000000,presenceOn,1
17,2025-01-06T09:01:00.000000,doorOpened,1
17,2025-01-06T09:01:00.000000,nicolasDetected,1
17,2025-01-06T09:01:00.000000,nicolasNotDected,1
17,2025-01-06T09:01:00.000000,doorClosed,1
17,2025-01-06T09:01:00.000000,presenceOff,1
18,2025-01-06T17:11:00.000000,presenceOn,0
18,2025-01-06T17:11:00.000000,doorOpened,0
18,2025-01-06T17:11:00.000000,nicolasDetected,0
18,2025-01-06T17:11:00.000000,nicolasNotDected,0
18,2025-01-06T17:11:00.000000,doorClosed,0
18,2025-01-06T17:11:00.000000,lampOn,0
18,2025-01-06T17:11:00.000000,blindsClosed,0
19,2025-01-06T21:59:00.000000,lampOff,0
20,2025-01-07T06:54:00.000000,lampOn,0
20,2025-01-07T08:43:00.000000,blindsOpen,1
20,2025-01-07T08:43:00.000000,lampOff,1
20,2025-01-07T08:59:00.000000,presenceOn,1
20,2025-01-07T08:59:00.000000,doorOpened,1
20,2025-01-07T08:59:00.000000,nicolasDetected,1
20,2025-01-07T08:59:00.000000,nicolasNotDected,1
20,2025-01-07T08:59:00.000000,doorClosed,1
20,2025-01-07T08:59:00.000000,presenceOff,1
21,2025-01-07T16:43:00.000000,presenceOn,1
21,2025-01-07T16:43:00.000000,doorOpened,1
21,2025-01-07T16:43:00.000000,nicolasDetected,1
21,2025-01-07T16:43:00.000000,nicolasNotDected,1
21,2025-01-07T16:43:00.000000,doorClosed,1
21,2025-01-07T17:11:00.000000,lampOn,0
21,2025-01-07T17:11:00.000000,blindsClosed,0
22,2025-01-07T21:54:00.000000,lampOff,0
23,2025-01-08T06:57:00.000000,lampOn,0
23,2025-01-08T08:42:00.000000,blindsOpen,1
23,2025-01-08T08:42:00.000000,lampOff,1
23,2025-01-08T09:04:00.000000,presenceOn,1
23,2025-01-08T09:04:00.000000,doorOpened,1
23,2025-01-08T09:04:00.000000,nicolasDetected,1
23,2025-01-08T09:04:00.000000,nicolasNotDected,1
23,2025-01-08T09:04:00.000000,doorClosed,1
23,2025-01-08T09:04:00.000000,presenceOff,1
24,2025-01-08T16:47:00.000000,presenceOn,1
24,2025-01-08T16:47:00.000000,doorOpened,1
24,2025-01-08T16:47:00.000000,nicolasDetected,1
24,2025-01-08T16:47:00.000000,nicolasNotDected,1
24,2025-01-08T16:47:00.000000,doorClosed,1
24,2025-01-08T17:12:00.000000,lampOn,0
24,2025-01-08T17:12:00.000000,blindsClosed,0
25,2025-01-08T21:51:00.000000,lampOff,0
26,2025-01-09T06:58:00.000000,lampOn,0
26,2025-01-09T08:42:00.000000,blindsOpen,1
26,2025-01-09T08:42:00.000000,lampOff,1
26,2025-01-09T09:02:00.000000,presenceOn,1
26,2025-01-09T09:02:00.000000,doorOpened,1
26,2025-01-09T09:02:00.000000,nicolasDetected,1
26,2025-01-09T09:02:00.000000,nicolasNotDected,1
26,2025-01-09T09:02:00.000000,doorClosed,1
26,2025-01-09T09:02:00.000000,presenceOff,1
27,2025-01-09T17:08:00.000000,presenceOn,1
27,2025-01-09T17:08:00.000000,doorOpened,1
27,2025-01-09T17:08:00.000000,nicolasDetected,1
27,2025-01-09T17:08:00.000000,nicolasNotDected,1
27,2025-01-09T17:08:00.000000,doorClosed,1
27,2025-01-09T17:13:00.000000,lampOn,0
27,2025-01-09T17:13:00.000000,blindsClosed,0
28,2025-01-09T21:54:00.000000,lampOff,0
29,2025-01-10T07:08:00.000000,lampOn,0
29,2025-01-10T08:41:00.000000,blindsOpen,1
29,2025-01-10T08:41:00.000000,lampOff,1
29,2025-01-10T09:03:00.000000,presenceOn,1
29,2025-01-10T09:03:00.000000,doorOpened,1
29,2025-01-10T09:03:00.000000,nicolasDetected,1
29,2025-01-10T09:03:00.000000,nicolasNotDected,1
29,2025-01-10T09:03:00.000000,doorClosed,1
29,2025-01-10T09:03:00.000000,presenceOff,1
30,2025-01-10T16:37:00.000000,presenceOn,1
30,2025-01-10T16:37:00.000000,doorOpened,1
30,2025-01-10T16:37:00.000000,nicolasDetected,1
30,2025-01-10T16:37:00.000000,nicolasNotDected,1
30,2025-01-10T16:37:00.000000,doorClosed,1
30,2025-01-10T17:15:00.000000,lampOn,0
30,2025-01-10T17:15:00.000000,blindsClosed,0
31,2025-01-10T21:51:00.000000,lampOff,0
32,2025-01-11T10:36:00.000000,blindsOpen,1
33,2025-01-11T13:43:00.000000,presenceOn,1
33,2025-01-11T13:43:00.000000,doorOpened,1
33,2025-01-11T13:43:00.000000,nicolasDetected,1
33,2025-01-11T13:43:00.000000,nicolasNotDected,1
33,2025-01-11T13:43:00.000000,doorClosed,1
33,2025-01-11T13:43:00.000000,presenceOff,1
33,2025-01-11T16:31:00.000000,presenceOn,1
33,2025-01-11T16:31:00.000000,doorOpened,1
33,2025-01-11T16:31:00.000000,nicolasDetected,1
33,2025-01-11T16:31:00.000000,nicolasNotDected,1
33,2025-01-11T16:31:00.000000,doorClosed,1
34,2025-01-11T17:16:00.000000,lampOn,0
34,2025-01-11T17:16:00.000000,blindsClosed,0
35,2025-01-11T22:31:00.000000,lampOff,0
36,2025-01-12T10:54:00.000000,blindsOpen,1
37,2025-01-12T17:17:00.000000,lampOn,0
37,2025-01-12T17:17:00.000000,blindsClosed,0
38,2025-01-12T22:57:00.000000,lampOff,0
39,2025-01-13T07:01:00.000000,lampOn,0
39,2025-01-13T08:40:00.000000,blindsOpen,1
39,2025-01-13T08:40:00.000000,lampOff,1
39,2025-01-13T09:04:00.000000,presenceOn,1
39,2025-01-13T09:04:00.000000,doorOpened,1
39,2025-01-13T09:04:00.000000,nicolasDetected,1
39,2025-01-13T09:04:00.000000,nicolasNotDected,1
39,2025-01-13T09:04:00.000000,doorClosed,1
39,2025-01-13T09:04:00.000000,presenceOff,1
40,2025-01-13T16:39:00.000000,presenceOn,1
40,2025-01-13T16:39:00.000000,doorOpened,1
40,2025-01-13T16:39:00.000000,nicolasDetected,1
40,2025-01-13T16:39:00.000000,nicolasNotDected,1
40,2025-01-13T16:39:00.000000,doorClosed,1
40,2025-01-13T17:19:00.000000,lampOn,0
40,2025-01-13T17:19:00.000000,blindsClosed,0
41,2025-01-13T21:54:00.000000,lampOff,0
42,2025-01-14T07:07:00.000000,lampOn,0
42,2025-01-14T08:39:00.000000,blindsOpen,1
42,2025-01-14T08:39:00.000000,lampOff,1
42,2025-01-14T08:57:00.000000,presenceOn,1
42,2025-01-14T08:57:00.000000,doorOpened,1
42,2025-01-14T08:57:00.000000,nicolasDetected,1
42,2025-01-14T08:57:00.000000,nicolasNotDected,1
42,2025-01-14T08:57:00.000000,doorClosed,1
42,2025-01-14T08:57:00.000000,presenceOff,1
43,2025-01-14T16:37:00.000000,presenceOn,1
43,2025-01-14T16:37:00.000000,doorOpened,1
43,2025-01-14T16:37:00.000000,nicolasDetected,1
43,2025-01-14T16:37:00.000000,nicolasNotDected,1
43,2025-01-14T16:37:00.000000,doorClosed,1
43,2025-01-14T17:20:00.000000,lampOn,0
43,2025-01-14T17:20:00.000000,blindsClosed,0
44,2025-01-14T22:09:00.000000,lampOff,0
45,2025-01-15T07:03:00.000000,lampOn,0
45,2025-01-15T08:38:00.000000,blindsOpen,1
45,2025-01-15T08:38:00.000000,lampOff,1
45,2025-01-15T09:01:00.000000,presenceOn,1
45,2025-01-15T09:01:00.000000,doorOpened,1
45,2025-01-15T09:01:00.000000,nicolasDetected,1
45,2025-01-15T09:01:00.000000,nicolasNotDected,1
45,2025-01-15T09:01:00.000000,doorClosed,1
45,2025-01-15T09:01:00.000000,presenceOff,1
46,2025-01-15T16:49:00.000000,presenceOn,1
46,2025-01-15T16:49:00.000000,doorOpened,1
46,2025-01-15T16:49:00.000000,nicolasDetected,1
46,2025-01-15T16:49:00.000000,nicolasNotDected,1
46,2025-01-15T16:49:00.000000,doorClosed,1
46,2025-01-15T17:21:00.000000,lampOn,0
46,2025-01-15T17:21:00.000000,blindsClosed,0
47,2025-01-15T22:02:00.000000,lampOff,0
48,2025-01-16T07:03:00.000000,lampOn,0
48,2025-01-16T08:37:00.000000,blindsOpen,1
48,2025-01-16T08:37:00.000000,lampOff,1
48,2025-01-16T09:03:00.000000,presenceOn,1
48,2025-01-16T09:03:00.000000,doorOpened,1
48,2025-01-16T09:03:00.000000,nicolasDetected,1
48,2025-01-16T09:03:00.000000,nicolasNotDected,1
48,2025-01-16T09:03:00.000000,doorClosed,1
48,2025-01-16T09:03:00.000000,presenceOff,1
49,2025-01-16T17:04:00.000000,presenceOn,1
49,2025-01-16T17:04:00.000000,doorOpened,1
49,2025-01-16T17:04:00.000000,nicolasDetected,1
49,2025-01-16T17:04:00.000000,nicolasNotDected,1
49,2025-01-16T17:04:00.000000,doorClosed,1
49,2025-01-16T17:23:00.000000,lampOn,0
49,2025-01-16T17:23:00.000000,blindsClosed,0
50,2025-01-16T22:04:00.000000,lampOff,0
51,2025-01-17T07:02:00.000000,lampOn,0
51,2025-01-17T08:37:00.000000,blindsOpen,1
51,2025-01-17T08:37:00.000000,lampOff,1
51,2025-01-17T09:05:00.000000,presenceOn,1
51,2025-01-17T09:05:00.000000,doorOpened,1
51,2025-01-17T09:05:00.000000,nicolasDetected,1
51,2025-01-17T09:05:00.000000,nicolasNotDected,1
51,2025-01-17T09:05:00.000000,doorClosed,1
51,2025-01-17T09:05:00.000000,presenceOff,1
52,2025-01-17T16:46:00.000000,presenceOn,1
52,2025-01-17T16:46:00.000000,doorOpened,1
52,2025-01-17T16:46:00.000000,nicolasDetected,1
52,2025-01-17T16:46:00.000000,nicolasNotDected,1
52,2025-01-17T16:46:00.000000,doorClosed,1
52,2025-01-17T17:24:00.000000,lampOn,0
52,2025-01-17T17:24:00.000000,blindsClosed,0
53,2025-01-17T21:53:00.000000,lampOff,0
54,2025-01-18T10:18:00.000000,blindsOpen,1
55,2025-01-18T13:44:00.000000,presenceOn,1
55,2025-01-18T13:44:00.000000,doorOpened,1
55,2025-01-18T13:44:00.000000,nicolasDetected,1
55,2025-01-18T13:44:00.000000,nicolasNotDected,1
55,2025-01-18T13:44:00.000000,doorClosed,1
55,2025-01-18T13:44:00.000000,presenceOff,1
56,2025-01-18T17:00:00.000000,presenceOn,1
56,2025-01-18T17:00:00.000000,doorOpened,1
56,2025-01-18T17:00:00.000000,nicolasDetected,1
56,2025-01-18T17:00:00.000000,nicolasNotDected,1
56,2025-01-18T17:00:00.000000,doorClosed,1
56,2025-01-18T17:26:00.000000,lampOn,0
56,2025-01-18T17:26:00.000000,blindsClosed,0
57,2025-01-18T23:52:00.000000,lampOff,0
58,2025-01-19T09:40:00.000000,blindsOpen,1
59,2025-01-19T17:27:00.000000,lampOn,0
59,2025-01-19T17:27:00.000000,blindsClosed,0
60,2025-01-19T23:12:00.000000,lampOff,0
61,2025-01-20T06:53:00.000000,lampOn,0
61,2025-01-20T08:34:00.000000,blindsOpen,1
61,2025-01-20T08:34:00.000000,lampOff,1
61,2025-01-20T08:57:00.000000,presenceOn,1
61,2025-01-20T08:57:00.000000,doorOpened,1
61,2025-01-20T08:57:00.000000,nicolasDetected,1
61,2025-01-20T08:57:00.000000,nicolasNotDected,1
61,2025-01-20T08:57:00.000000,doorClosed,1
61,2025-01-20T08:57:00.000000,presenceOff,1
62,2025-01-20T17:28:00.000000,presenceOn,1
62,2025-01-20T17:28:00.000000,doorOpened,1
62,2025-01-20T17:28:00.000000,nicolasDetected,1
62,2025-01-20T17:28:00.000000,nicolasNotDected,1
62,2025-01-20T17:28:00.000000,doorClosed,1
62,2025-01-20T17:29:00.000000,lampOn,0
62,2025-01-20T17:29:00.000000,blindsClosed,0
63,2025-01-20T21:51:00.000000,lampOff,0
64,2025-01-21T06:59:00.000000,lampOn,0
64,2025-01-21T08:33:00.000000,blindsOpen,1
64,2025-01-21T08:33:00.000000,lampOff,1
64,2025-01-21T08:58:00.000000,presenceOn,1
64,2025-01-21T08:58:00.000000,doorOpened,1
64,2025-01-21T08:58:00.000000,nicolasDetected,1
64,2025-01-21T08:58:00.000000,nicolasNotDected,1
64,2025-01-21T08:58:00.000000,doorClosed,1
64,2025-01-21T08:58:00.000000,presenceOff,1
65,2025-01-21T16:47:00.000000,presenceOn,1
65,2025-01-21T16:47:00.000000,doorOpened,1
65,2025-01-21T16:47:00.000000,nicolasDetected,1
65,2025-01-21T16:47:00.000000,nicolasNotDected,1
65,2025-01-21T16:47:00.000000,doorClosed,1
65,2025-01-21T17:30:00.000000,lampOn,0
65,2025-01-21T17:30:00.000000,blindsClosed,0
66,2025-01-21T21:51:00.000000,lampOff,0
67,2025-01-22T07:03:00.000000,lampOn,0
67,2025-01-22T08:32:00.000000,blindsOpen,1
67,2025-01-22T08:32:00.000000,lampOff,1
67,2025-01-22T09:00:00.000000,presenceOn,1
67,2025-01-22T09:00:00.000000,doorOpened,1
67,2025-01-22T09:00:00.000000,nicolasDetected,1
67,2025-01-22T09:00:00.000000,nicolasNotDected,1
67,2025-01-22T09:00:00.000000,doorClosed,1
67,2025-01-22T09:00:00.000000,presenceOff,1
68,2025-01-22T16:48:00.000000,presenceOn,1
68,2025-01-22T16:48:00.000000,doorOpened,1
68,2025-01-22T16:48:00.000000,nicolasDetected,1
68,2025-01-22T16:48:00.000000,nicolasNotDected,1
68,2025-01-22T16:48:00.000000,doorClosed,1
68,2025-01-22T17:32:00.000000,lampOn,0
68,2025-01-22T17:32:00.000000,blindsClosed,0
69,2025-01-22T21:54:00.000000,lampOff,0
70,2025-01-23T06:52:00.000000,lampOn,0
70,2025-01-23T08:31:00.000000,blindsOpen,1
70,2025-01-23T08:31:00.000000,lampOff,1
70,2025-01-23T08:55:00.000000,presenceOn,1
70,2025-01-23T08:55:00.000000,doorOpened,1
70,2025-01-23T08:55:00.000000,nicolasDetected,1
70,2025-01-23T08:55:00.000000,nicolasNotDected,1
70,2025-01-23T08:55:00.000000,doorClosed,1
70,2025-01-23T08:55:00.000000,presenceOff,1
71,2025-01-23T17:30:00.000000,presenceOn,1
71,2025-01-23T17:30:00.000000,doorOpened,1
71,2025-01-23T17:30:00.000000,nicolasDetected,1
71,2025-01-23T17:30:00.000000,nicolasNotDected,1
71,2025-01-23T17:30:00.000000,doorClosed,1
71,2025-01-23T17:34:00.000000,lampOn,0
71,2025-01-23T17:34:00.000000,blindsClosed,0
72,2025-01-23T21:51:00.000000,lampOff,0
73,2025-01-24T07:07:00.000000,lampOn,0
73,2025-01-24T08:30:00.000000,blindsOpen,1
73,2025-01-24T08:30:00.000000,lampOff,1
73,2025-01-24T09:01:00.000000,presenceOn,1
73,2025-01-24T09:01:00.000000,doorOpened,1
73,2025-01-24T09:01:00.000000,nicolasDetected,1
73,2025-01-24T09:01:00.000000,nicolasNotDected,1
73,2025-01-24T09:01:00.000000,doorClosed,1
73,2025-01-24T09:01:00.000000,presenceOff,1
74,2025-01-24T16:51:00.000000,presenceOn,1
74,2025-01-24T16:51:00.000000,doorOpened,1
74,2025-01-24T16:51:00.000000,nicolasDetected,1
74,2025-01-24T16:51:00.000000,nicolasNotDected,1
74,2025-01-24T16:51:00.000000,doorClosed,1
74,2025-01-24T17:35:00.000000,lampOn,0
74,2025-01-24T17:35:00.000000,blindsClosed,0
75,2025-01-24T22:09:00.000000,lampOff,0
76,2025-01-25T10:50:00.000000,blindsOpen,1
77,2025-01-25T14:17:00.000000,presenceOn,1
77,2025-01-25T14:17:00.000000,doorOpened,1
77,2025-01-25T14:17:00.000000,nicolasDetected,1
77,2025-01-25T14:17:00.000000,nicolasNotDected,1
77,2025-01-25T14:17:00.000000,doorClosed,1
77,2025-01-25T14:17:00.000000,presenceOff,1
78,2025-01-25T17:26:00.000000,presenceOn,1
78,2025-01-25T17:26:00.000000,doorOpened,1
78,2025-01-25T17:26:00.000000,nicolasDetected,1
78,2025-01-25T17:26:00.000000,nicolasNotDected,1
78,2025-01-25T17:26:00.000000,doorClosed,1
78,2025-01-25T17:37:00.000000,lampOn,0
78,2025-01-25T17:37:00.000000,blindsClosed,0
79,2025-01-25T23:02:00.000000,lampOff,0
80,2025-01-26T10:04:00.000000,blindsOpen,1
81,2025-01-26T17:38:00.000000,lampOn,0
81,2025-01-26T17:38:00.000000,blindsClosed,0
82,2025-01-26T23:48:00.000000,lampOff,0
83,2025-01-27T07:01:00.000000,lampOn,0
83,2025-01-27T08:27:00.000000,blindsOpen,1
83,2025-01-27T08:27:00.000000,lampOff,1
83,2025-01-27T09:00:00.000000,presenceOn,1
83,2025-01-27T09:00:00.000000,doorOpened,1
83,2025-01-27T09:00:00.000000,nicolasDetected,1
83,2025-01-27T09:00:00.000000,nicolasNotDected,1
83,2025-01-27T09:00:00.000000,doorClosed,1
83,2025-01-27T09:00:00.000000,presenceOff,1
84,2025-01-27T17:04:00.000000,presenceOn,1
84,2025-01-27T17:04:00.000000,doorOpened,1
84,2025-01-27T17:04:00.000000,nicolasDetected,1
84,2025-01-27T17:04:00.000000,nicolasNotDected,1
84,2025-01-27T17:04:00.000000,doorClosed,1
84,2025-01-27T17:40:00.000000,lampOn,0
84,2025-01-27T17:40:00.000000,blindsClosed,0
85,2025-01-27T22:00:00.000000,lampOff,0
86,2025-01-28T07:06:00.000000,lampOn,0
86,2025-01-28T08:25:00.000000,blindsOpen,1
86,2025-01-28T08:25:00.000000,lampOff,1
86,2025-01-28T08:57:00.000000,presenceOn,1
86,2025-01-28T08:57:00.000000,doorOpened,1
86,2025-01-28T08:57:00.000000,nicolasDetected,1
86,2025-01-28T08:57:00.000000,nicolasNotDected,1
86,2025-01-28T08:57:00.000000,doorClosed,1
86,2025-01-28T08:57:00.000000,presenceOff,1
87,2025-01-28T16:44:00.000000,presenceOn,1
87,2025-01-28T16:44:00.000000,doorOpened,1
87,2025-01-28T16:44:00.000000,nicolasDetected,1
87,2025-01-28T16:44:00.000000,nicolasNotDected,1
87,2025-01-28T16:44:00.000000,doorClosed,1
87,2025-01-28T17:42:00.000000,lampOn,0
87,2025-01-28T17:42:00.000000,blindsClosed,0
88,2025-01-28T22:03:00.000000,lampOff,0
89,2025-01-29T07:03:00.000000,lampOn,0
89,2025-01-29T08:24:00.000000,blindsOpen,1
89,2025-01-29T08:24:00.000000,lampOff,1
89,2025-01-29T09:01:00.000000,presenceOn,1
89,2025-01-29T09:01:00.000000,doorOpened,1
89,2025-01-29T09:01:00.000000,nicolasDetected,1
89,2025-01-29T09:01:00.000000,nicolasNotDected,1
89,2025-01-29T09:01:00.000000,doorClosed,1
89,2025-01-29T09:01:00.000000,presenceOff,1
90,2025-01-29T17:10:00.000000,presenceOn,1
90,2025-01-29T17:10:00.000000,doorOpened,1
90,2025-01-29T17:10:00.000000,nicolasDetected,1
90,2025-01-29T17:10:00.000000,nicolasNotDected,1
90,2025-01-29T17:10:00.000000,doorClosed,1
90,2025-01-29T17:43:00.000000,lampOn,0
90,2025-01-29T17:43:00.000000,blindsClosed,0
91,2025-01-29T22:02:00.000000,lampOff,0
92,2025-01-30T07:05:00.000000,lampOn,0
92,2025-01-30T08:23:00.000000,blindsOpen,1
92,2025-01-30T08:23:00.000000,lampOff,1
92,2025-01-30T09:00:00.000000,presenceOn,1
92,2025-01-30T09:00:00.000000,doorOpened,1
92,2025-01-30T09:00:00.000000,nicolasDetected,1
92,2025-01-30T09:00:00.000000,nicolasNotDected,1
92,2025-01-30T09:00:00.000000,doorClosed,1
92,2025-01-30T09:00:00.000000,presenceOff,1
93,2025-01-30T16:31:00.000000,presenceOn,1
93,2025-01-30T16:31:00.000000,doorOpened,1
93,2025-01-30T16:31:00.000000,nicolasDetected,1
93,2025-01-30T16:31:00.000000,nicolasNotDected,1
93,2025-01-30T16:31:00.000000,doorClosed,1
93,2025-01-30T17:45:00.000000,lampOn,0
93,2025-01-30T17:45:00.000000,blindsClosed,0
94,2025-01-30T22:03:00.000000,lampOff,0
95,2025-01-31T06:58:00.000000,lampOn,0
95,2025-01-31T08:21:00.000000,blindsOpen,1
95,2025-01-31T08:21:00.000000,lampOff,1
95,2025-01-31T08:56:00.000000,presenceOn,1
95,2025-01-31T08:56:00.000000,doorOpened,1
95,2025-01-31T08:56:00.000000,nicolasDetected,1
95,2025-01-31T08:56:00.000000,nicolasNotDected,1
95,2025-01-31T08:56:00.000000,doorClosed,1
95,2025-01-31T08:56:00.000000,presenceOff,1
96,2025-01-31T17:27:00.000000,presenceOn,1
96,2025-01-31T17:27:00.000000,doorOpened,1
96,2025-01-31T17:27:00.000000,nicolasDetected,1
96,2025-01-31T17:27:00.000000,nicolasNotDected,1
96,2025-01-31T17:27:00.000000,doorClosed,1
96,2025-01-31T17:46:00.000000,lampOn,0
96,2025-01-31T17:46:00.000000,blindsClosed,0
97,2025-01-31T22:02:00.000000,lampOff,0
98,2025-02-01T10:27:00.000000,blindsOpen,1
99,2025-02-01T13:53:00.000000,presenceOn,1
99,2025-02-01T13:53:00.000000,doorOpened,1
99,2025-02-01T13:53:00.000000,nicolasDetected,1
99,2025-02-01T13:53:00.000000,nicolasNotDected,1
99,2025-02-01T13:53:00.000000,doorClosed,1
99,2025-02-01T13:53:00.000000,presenceOff,1
100,2025-02-01T17:18:00.000000,presenceOn,1
100,2025-02-01T17:18:00.000000,doorOpened,1
100,2025-02-01T17:18:00.000000,nicolasDetected,1
100,2025-02-01T17:18:00.000000,nicolasNotDected,1
100,2025-02-01T17:18:00.000000,doorClosed,1
100,2025-02-01T17:48:00.000000,lampOn,0
100,2025-02-01T17:48:00.000000,blindsClosed,0
101,2025-02-01T23:41:00.000000,lampOff,0
102,2025-02-02T10:37:00.000000,blindsOpen,1
103,2025-02-02T17:50:00.000000,lampOn,0
103,2025-02-02T17:50:00.000000,blindsClosed,0
104,2025-02-02T22:09:00.000000,lampOff,0
105,2025-02-03T07:10:00.000000,lampOn,0
105,2025-02-03T08:17:00.000000,blindsOpen,1
105,2025-02-03T08:17:00.000000,lampOff,1
105,2025-02-03T09:02:00.000000,presenceOn,1
105,2025-02-03T09:02:00.000000,doorOpened,1
105,2025-02-03T09:02:00.000000,nicolasDetected,1
105,2025-02-03T09:02:00.000000,nicolasNotDected,1
105,2025-02-03T09:02:00.000000,doorClosed,1
105,2025-02-03T09:02:00.000000,presenceOff,1
106,2025-02-03T16:40:00.000000,presenceOn,1
106,2025-02-03T16:40:00.000000,doorOpened,1
106,2025-02-03T16:40:00.000000,nicolasDetected,1
106,2025-02-03T16:40:00.000000,nicolasNotDected,1
106,2025-02-03T16:40:00.000000,doorClosed,1
106,2025-02-03T17:51:00.000000,lampOn,0
106,2025-02-03T17:51:00.000000,blindsClosed,0
107,2025-02-03T21:53:00.000000,lampOff,0
108,2025-02-04T06:59:00.000000,lampOn,0
108,2025-02-04T08:16:00.000000,blindsOpen,1
108,2025-02-04T08:16:00.000000,lampOff,1
108,2025-02-04T08:56:00.000000,presenceOn,1
108,2025-02-04T08:56:00.000000,doorOpened,1
108,2025-02-04T08:56:00.000000,nicolasDetected,1
108,2025-02-04T08:56:00.000000,nicolasNotDected,1
108,2025-02-04T08:56:00.000000,doorClosed,1
108,2025-02-04T08:56:00.000000,presenceOff,1
109,2025-02-04T16:41:00.000000,presenceOn,1
109,2025-02-04T16:41:00.000000,doorOpened,1
109,2025-02-04T16:41:00.000000,nicolasDetected,1
109,2025-02-04T16:41:00.000000,nicolasNotDected,1
109,2025-02-04T16:41:00.000000,doorClosed,1
109,2025-02-04T17:53:00.000000,lampOn,0
109,2025-02-04T17:53:00.000000,blindsClosed,0
110,2025-02-04T22:01:00.000000,lampOff,0
111,2025-02-05T06:54:00.000000,lampOn,0
111,2025-02-05T08:14:00.000000,blindsOpen,1
111,2025-02-05T08:14:00.000000,lampOff,1
